material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index,material_suitability_score
116.0,Steel Can - Heavy Wall,85.0,24.0,0.0,6.2,90.0,105.0,Bulk Foods,Literature,High,0.4017675050985724,0.0,A,1.0,53.92929979605711,0.30851063829787234,0.845360824742268,76.84250932221978,65.38590455913845
117.0,Steel Can - Aerosol,80.0,20.0,0.0,6.1,88.0,102.0,Personal Care,Estimate,Medium,0.3949694085656016,0.0,B,0.75,46.701223657375934,0.2978723404255319,0.7938144329896907,74.79710462820795,60.74916414279194
118.0,Steel Can - Easy Open,78.0,19.0,0.0,6.0,90.0,100.0,Ready Foods,Estimate,Medium,0.38817131203263083,0.0,A,1.0,54.473147518694766,0.2907801418439716,0.7731958762886598,74.12078672223441,64.29696712046459
119.0,Steel Can - BPA Free Lined,80.0,22.0,0.0,6.2,90.0,108.0,Premium Foods,Estimate,Medium,0.4017675050985724,0.0,A,1.0,53.92929979605711,0.3191489361702128,0.7938144329896907,73.73327484097389,63.8312873185155
120.0,Mixed Plastic (HDPE+PET) - Rigid,62.0,16.0,1.0,3.6,60.0,92.0,Trays & Lids,Estimate,Medium,0.22501699524133242,0.01,C,0.5,46.299320190346705,0.2624113475177305,0.6082474226804123,67.29180375813408,56.79556197424039
121.0,Mixed Plastic (HDPE+PET) - Film,58.0,14.0,1.0,3.4,60.0,88.0,Multipack Wrap,Estimate,Medium,0.21142080217539086,0.01,C,0.5,46.84316791298437,0.24822695035460993,0.5670103092783505,65.93916794618703,56.3911679295857
122.0,Mixed Plastic (HDPE+PET) - Laminate,60.0,15.0,1.0,3.5,55.0,90.0,Snack Packs,Estimate,Medium,0.21821889870836164,0.01,C,0.5,46.57124405166554,0.2553191489361702,0.5876288659793815,66.61548585216057,56.59336495191306
123.0,Mixed Plastic (HDPE+PET) - Foam,55.0,12.0,1.0,3.3,50.0,86.0,Cushioning,Estimate,Medium,0.2046227056424201,0.01,C,0.5,47.115091774303195,0.24113475177304963,0.5360824742268041,64.74738612268773,55.93123894849546
124.0,Mixed Plastic (HDPE+PET) - Shrink,57.0,13.0,1.0,3.4,60.0,89.0,Bottle Bundling,Estimate,Medium,0.21142080217539086,0.01,C,0.5,46.84316791298437,0.25177304964539005,0.5567010309278351,65.24639906412226,56.044783488553314
125.0,Recycled Mixed Plastic - Rigid,60.0,15.0,1.0,2.0,70.0,87.0,Pallets,Estimate,Medium,0.11624745071380013,0.01,B,0.75,58.15010197144799,0.24468085106382978,0.5876288659793815,67.14740074577759,62.648751358612785
126.0,Recycled Mixed Plastic - Film,55.0,13.0,1.0,1.9,72.0,82.0,Garbage Bags,Estimate,Medium,0.10944935418082935,0.01,B,0.75,58.422025832766835,0.22695035460992907,0.5360824742268041,65.45660598084375,61.93931590680529
127.0,Recycled Mixed Plastic - Sheet,58.0,14.0,1.0,2.1,68.0,84.0,Construction Boards,Estimate,Medium,0.1230455472467709,0.01,C,0.5,50.37817811012917,0.23404255319148937,0.5670103092783505,66.64838780434306,58.513282957236115
128.0,Recycled Mixed Plastic - Lumber,62.0,16.0,1.0,2.2,65.0,88.0,Outdoor Furniture,Estimate,Medium,0.12984364377974167,0.01,C,0.5,50.10625424881033,0.24822695035460993,0.6082474226804123,68.00102361629013,59.05363893255023
129.0,Recycled Mixed Plastic - Foam,50.0,11.0,1.0,1.8,70.0,80.0,Cushioning,Estimate,Medium,0.1026512576478586,0.01,B,0.75,58.69394969408566,0.2198581560283688,0.4845360824742268,63.23389632229291,60.96392300818928
130.0,PLA Compostable Pack - Thin,48.0,9.0,88.0,0.54,70.0,112.0,Snack Trays,Estimate,Medium,0.016995241332426924,0.88,B,0.75,88.22019034670294,0.3333333333333333,0.4639175257731959,56.529209621993125,72.37469998434803
131.0,PLA Compostable Pack - Thick,52.0,11.0,82.0,0.57,68.0,118.0,Meal Trays,Estimate,Medium,0.01903467029231815,0.82,C,0.5,78.83861318830728,0.3546099290780142,0.5051546391752577,57.527235504862176,68.18292434658473
132.0,PLA Compostable Pack - Clear,50.0,10.0,85.0,0.55,70.0,115.0,Fresh Produce,Literature,High,0.017675050985724,0.85,B,0.75,87.29299796057104,0.34397163120567376,0.4845360824742268,57.028222563427654,72.16061026199935
133.0,PLA Compostable Pack - Matte,49.0,10.0,85.0,0.56,70.0,114.0,Premium Packs,Estimate,Medium,0.01835486063902108,0.85,B,0.75,87.26580557443916,0.3404255319148936,0.4742268041237113,56.69006361044089,71.97793459244002
134.0,PLA Compostable Pack - Rigid,53.0,11.0,80.0,0.58,68.0,120.0,Food/Cosmetics,Estimate,Medium,0.019714479945615225,0.8,C,0.5,78.2114208021754,0.3617021276595745,0.5154639175257731,57.68808949330994,67.94975514774266
135.0,Paper Pulp Tray - Shallow,13.0,9.0,80.0,0.88,88.0,49.0,Fruit & Veg,Estimate,Medium,0.04010876954452754,0.8,B,0.75,84.89564921821889,0.1099290780141844,0.10309278350515463,49.65818527454851,67.2769172463837
136.0,Paper Pulp Tray - Deep,15.0,11.0,78.0,0.92,86.0,52.0,Ready Meals,Estimate,Medium,0.04282800815771585,0.78,B,0.75,84.18687967369138,0.12056737588652482,0.12371134020618557,50.15719821598304,67.17203894483721
137.0,Paper Pulp Tray - Coated,14.0,10.0,75.0,0.95,85.0,55.0,Wet Foods,Estimate,Medium,0.04486743711760706,0.75,B,0.75,83.20530251529571,0.13120567375886524,0.1134020618556701,49.109819404840245,66.15756096006798
138.0,Paper Pulp Tray - Uncoated,14.0,10.0,82.0,0.9,88.0,50.0,Dry Foods,Estimate,Medium,0.04146838885112169,0.82,B,0.75,85.44126444595513,0.11347517730496454,0.1134020618556701,49.99634422753528,67.71880433674521
139.0,Paper Pulp Tray - Heavy Duty,16.0,12.0,75.0,1.0,85.0,58.0,Meat & Fish,Estimate,Medium,0.04826648538409245,0.75,B,0.75,83.0693405846363,0.14184397163120568,0.13402061855670103,49.60883234627477,66.33908646545552
140.0,Cardboard Sleeve - Light,15.0,10.0,5.0,1.05,92.0,40.0,Food Sleeves,Estimate,Medium,0.051665533650577834,0.05,A,1.0,69.4333786539769,0.07801418439716312,0.12371134020618557,52.28485779045112,60.85911822221401
141.0,Cardboard Sleeve - Heavy,17.0,14.0,5.0,1.15,92.0,44.0,Electronics Sleeves,Estimate,Medium,0.058463630183548596,0.05,A,1.0,69.16145479265805,0.09219858156028368,0.14432989690721648,52.60656576734664,60.88401028000234
142.0,Cardboard Sleeve - Printed,16.0,12.0,5.0,1.12,90.0,45.0,Brand Packaging,Estimate,Medium,0.05642420122365738,0.05,A,1.0,69.2430319510537,0.09574468085106383,0.13402061855670103,51.91379688528186,60.57841441816778
143.0,Cardboard Sleeve - Recycled,16.0,12.0,5.0,0.9,95.0,41.0,General Sleeves,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.08156028368794327,0.13402061855670103,52.62301674343789,61.23214059469651
144.0,Cardboard Sleeve - Kraft,16.0,12.0,5.0,1.08,92.0,43.0,Eco Sleeves,Estimate,Medium,0.053704962610469066,0.05,A,1.0,69.35180149558124,0.08865248226950355,0.13402061855670103,52.26840681435988,60.81010415497056
145.0,PLA Clamshell - Salad,46.0,8.0,80.0,0.5,70.0,118.0,Fresh Salads,Literature,High,0.014276002719238614,0.8,B,0.75,85.92895989123045,0.3546099290780142,0.44329896907216493,54.434451999707534,70.18170594546899
146.0,PLA Clamshell - Bakery,48.0,9.0,80.0,0.52,70.0,120.0,Bakery Items,Literature,High,0.01563562202583277,0.8,B,0.75,85.87457511896669,0.3617021276595745,0.4639175257731959,55.11076990568107,70.49267251232388
147.0,PLA Clamshell - Fruit,49.0,9.0,80.0,0.53,70.0,121.0,Berries & Fruit,Estimate,Medium,0.016315431679129844,0.8,B,0.75,85.8473827328348,0.36524822695035464,0.4742268041237113,55.448928858667834,70.64815579575132
148.0,PLA Clamshell - Dessert,47.0,8.0,82.0,0.51,70.0,119.0,Desserts,Estimate,Medium,0.01495581237253569,0.82,B,0.75,86.50176750509857,0.35815602836879434,0.4536082474226804,54.7726109526943,70.63718922889643
149.0,PLA Clamshell - Takeaway,50.0,10.0,78.0,0.56,68.0,123.0,Meals,Estimate,Medium,0.01835486063902108,0.78,C,0.5,77.66580557443916,0.3723404255319149,0.4845360824742268,55.609782847115596,66.63779421077737
150.0,Recycled Cardboard Box - Small Parcel,15.0,12.0,5.0,0.8,95.0,39.0,E-commerce,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.07446808510638298,0.12371134020618557,52.462162754990125,61.28767553113205
151.0,Recycled Cardboard Box - Medium Parcel,16.0,15.0,5.0,0.82,95.0,41.0,E-commerce,Literature,High,0.03602991162474507,0.05,A,1.0,70.0588035350102,0.08156028368794327,0.13402061855670103,52.62301674343789,61.34091013922404
152.0,Recycled Cardboard Box - Large Parcel,17.0,18.0,5.0,0.85,95.0,43.0,E-commerce,Estimate,Medium,0.038069340584636305,0.05,A,1.0,69.97722637661454,0.08865248226950355,0.14432989690721648,52.78387073188565,61.3805485542501
153.0,Recycled Cardboard Box - Extra Heavy,18.0,22.0,5.0,0.9,93.0,45.0,Appliances,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.09574468085106383,0.15463917525773196,52.944724720333404,61.39299458314427
154.0,Recycled Cardboard Box - Archive,14.0,12.0,5.0,0.78,96.0,38.0,Document Storage,Estimate,Medium,0.03331067301155677,0.05,A,1.0,70.16757307953773,0.07092198581560284,0.1134020618556701,52.12400380200336,61.145788440770545
155.0,Bamboo Fiber Pulp Tray,16.0,10.0,90.0,0.4,80.0,60.0,Food Packaging,Literature,High,0.007477906186267848,0.9,B,0.75,89.20088375254929,0.14893617021276595,0.13402061855670103,49.25422241719675,69.22755308487302
156.0,Bamboo Fiber Clamshell,18.0,12.0,88.0,0.42,78.0,65.0,Takeaway Food,Estimate,Medium,0.008837525492861998,0.88,B,0.75,88.54649898028552,0.16666666666666666,0.15463917525773196,49.39862542955326,68.9725622049194
157.0,Bamboo Paper Cup Board,14.0,8.0,85.0,0.45,80.0,58.0,Hot Cups,Estimate,Medium,0.01087695445275323,0.85,B,0.75,87.56492182188987,0.14184397163120568,0.1134020618556701,48.577904511223224,68.07141316655654
158.0,Bamboo Molded Cushioning,15.0,9.0,88.0,0.43,78.0,62.0,Electronics Packaging,Estimate,Medium,0.009517335146159076,0.88,B,0.75,88.51930659415365,0.15602836879432624,0.12371134020618557,48.38414857059297,68.45172758237331
159.0,Bamboo Fiber Plate,13.0,7.0,92.0,0.39,82.0,57.0,Disposable Tableware,Estimate,Medium,0.00679809653297077,0.92,B,0.75,89.82807613868117,0.13829787234042554,0.10309278350515463,48.23974555823645,69.03391084845882
160.0,Hemp Fiber Pulp,18.0,11.0,92.0,0.38,80.0,70.0,Premium Packaging,Estimate,Medium,0.006118286879673693,0.92,B,0.75,89.85526852481306,0.18439716312056736,0.15463917525773196,48.512100606858226,69.18368456583565
161.0,Hemp Paperboard,20.0,14.0,90.0,0.4,82.0,75.0,Boxes & Cartons,Estimate,Medium,0.007477906186267848,0.9,B,0.75,89.20088375254929,0.20212765957446807,0.17525773195876287,48.65650361921474,68.92869368588201
162.0,Hemp Fabric Bag,25.0,12.0,95.0,0.42,85.0,90.0,Reusable Bags,Estimate,Medium,0.008837525492861998,0.95,B,0.75,90.64649898028551,0.2553191489361702,0.2268041237113402,48.5742487387585,69.61037385952201
163.0,Hemp Molded Fiber Insert,17.0,10.0,90.0,0.41,80.0,72.0,Electronics Inserts,Estimate,Medium,0.00815771583956492,0.9,B,0.75,89.1736913664174,0.19148936170212766,0.14432989690721648,47.64202676025444,68.40785906333592
164.0,Hemp Pulp Tray,16.0,9.0,92.0,0.39,82.0,68.0,Food Packaging,Estimate,Medium,0.00679809653297077,0.92,B,0.75,89.82807613868117,0.1773049645390071,0.13402061855670103,47.83578270088469,68.83192941978294
165.0,Mushroom Mycelium Foam,8.0,5.0,98.0,0.3,60.0,80.0,Cushioning,Literature,High,0.0006798096532970774,0.98,C,0.5,84.37280761386813,0.2198581560283688,0.05154639175257732,41.58441178621043,62.978609700039286
166.0,Mushroom Mycelium Rigid Block,10.0,7.0,98.0,0.32,60.0,85.0,Protective Packaging,Literature,High,0.0020394289598912323,0.98,C,0.5,84.31842284160435,0.2375886524822695,0.07216494845360824,41.72881479856694,63.023618820085645
167.0,Mushroom Mycelium Corner,9.0,6.0,98.0,0.31,60.0,82.0,Electronics Packaging,Estimate,Medium,0.0013596193065941549,0.98,C,0.5,84.34561522773623,0.22695035460992907,0.061855670103092786,41.745265774658186,63.045440501197206
168.0,Mushroom Mycelium Insert,7.0,4.0,98.0,0.29,60.0,78.0,Small Appliances,Estimate,Medium,0.0,0.98,C,0.5,84.39999999999999,0.2127659574468085,0.041237113402061855,41.42355779776267,62.91177889888133
169.0,Mushroom Mycelium Board,11.0,8.0,95.0,0.35,60.0,88.0,Panels & Liners,Estimate,Medium,0.00407885791978246,0.95,C,0.5,83.33684568320871,0.24822695035460993,0.08247422680412371,41.71236382247569,62.524604752842194
170.0,Seaweed Bioplastic Film,25.0,6.0,90.0,0.4,65.0,100.0,Edible Wraps,Literature,High,0.007477906186267848,0.9,C,0.5,81.70088375254929,0.2907801418439716,0.2268041237113402,46.80119909336843,64.25104142295886
171.0,Seaweed Bioplastic Pouch,28.0,7.0,88.0,0.42,65.0,105.0,Dry Foods,Estimate,Medium,0.008837525492861998,0.88,C,0.5,81.04649898028552,0.30851063829787234,0.25773195876288657,47.46106602325071,64.25378250176811
172.0,Seaweed Bioplastic Coating,22.0,5.0,92.0,0.38,65.0,95.0,Fiber Barriers,Estimate,Medium,0.006118286879673693,0.92,C,0.5,82.35526852481307,0.2730496453900709,0.1958762886597938,46.14133216348614,64.24830034414961
173.0,Seaweed Bioplastic Laminate,30.0,8.0,85.0,0.45,60.0,110.0,Snack Packs,Estimate,Medium,0.01087695445275323,0.85,C,0.5,80.06492182188988,0.3262411347517731,0.27835051546391754,47.60546903560722,63.83519542874855
174.0,Seaweed Bioplastic Rigid,32.0,9.0,80.0,0.5,60.0,115.0,Trays,Estimate,Medium,0.014276002719238614,0.8,C,0.5,78.42895989123045,0.34397163120567376,0.29896907216494845,47.749872047963734,63.08941596959709
175.0,Paper Honeycomb Board,18.0,25.0,80.0,1.1,85.0,70.0,Furniture Packaging,Literature,High,0.055064581917063225,0.8,B,0.75,84.29741672331747,0.18439716312056736,0.15463917525773196,48.512100606858226,66.40475866508785
176.0,Paper Honeycomb Panel,20.0,28.0,80.0,1.15,85.0,75.0,Pallet Tops,Estimate,Medium,0.058463630183548596,0.8,B,0.75,84.16145479265805,0.20212765957446807,0.17525773195876287,48.65650361921474,66.40897920593639
177.0,Paper Honeycomb Cushion,16.0,20.0,82.0,1.05,88.0,65.0,Void Fill,Estimate,Medium,0.051665533650577834,0.82,B,0.75,85.03337865397688,0.16666666666666666,0.13402061855670103,48.36769759450172,66.7005381242393
178.0,Paper Honeycomb Edge Protector,19.0,24.0,80.0,1.12,85.0,72.0,Edge Protection,Estimate,Medium,0.05642420122365738,0.8,B,0.75,84.24303195105371,0.19148936170212766,0.16494845360824742,48.67295459530599,66.45799327317985
179.0,Paper Honeycomb Pallet,22.0,30.0,78.0,1.2,82.0,80.0,Light Pallets,Estimate,Medium,0.06186267845003398,0.78,B,0.75,83.42549286199863,0.2198581560283688,0.1958762886597938,48.80090663157125,66.11319974678494
180.0,Recycled Paper Honeycomb,18.0,25.0,82.0,0.95,90.0,68.0,Furniture Packaging,Estimate,Medium,0.04486743711760706,0.82,A,1.0,92.80530251529571,0.1773049645390071,0.15463917525773196,48.86671053593624,70.83600652561597
181.0,Bio-PE (Sugarcane-based),55.0,15.0,15.0,1.5,75.0,140.0,Bottles & Caps,Literature,High,0.08225696804894629,0.15,B,0.75,63.70972127804215,0.4326241134751773,0.5360824742268041,55.17291803758133,59.441319657811746
182.0,Bio-PE Film,50.0,13.0,20.0,1.4,75.0,135.0,Flex Packaging,Estimate,Medium,0.07545887151597551,0.2,B,0.75,65.48164513936098,0.4148936170212766,0.4845360824742268,53.482123272647506,59.48188420600424
183.0,Bio-PE Rigid,58.0,17.0,10.0,1.6,70.0,145.0,Containers,Estimate,Medium,0.08905506458191706,0.1,B,0.75,61.93779741672331,0.450354609929078,0.5670103092783505,55.832784967463624,58.88529119209347
184.0,Bio-PE Shrink,52.0,14.0,20.0,1.45,75.0,138.0,Shrink Wrap,Estimate,Medium,0.0788579197824609,0.2,B,0.75,65.34568320870156,0.425531914893617,0.5051546391752577,53.981136214082035,59.66340971139179
185.0,Bio-PE Coating,48.0,12.0,25.0,1.35,78.0,132.0,Paper Coatings,Estimate,Medium,0.07205982324949015,0.25,B,0.75,67.1176070700204,0.40425531914893614,0.4639175257731959,52.98311033121299,60.0503587006167
186.0,Paper-PLA Laminate,18.0,12.0,60.0,1.0,75.0,120.0,Hot Cups,Literature,High,0.04826648538409245,0.6,B,0.75,78.56934058463631,0.3617021276595745,0.15463917525773196,39.64685237990788,59.10809648227209
187.0,Paper-PE Laminate,20.0,15.0,5.0,2.5,65.0,90.0,Beverage Cartons,Literature,High,0.15023793337865396,0.05,C,0.5,50.49048266485384,0.2553191489361702,0.17525773195876287,45.99692915112964,48.24370590799174
188.0,Paper-BioPE Laminate,19.0,14.0,30.0,1.8,70.0,110.0,Beverage Cartons,Estimate,Medium,0.1026512576478586,0.3,B,0.75,67.39394969408565,0.3262411347517731,0.16494845360824742,41.935365942823715,54.664657818454685
189.0,Cardboard-PLA Laminate,21.0,18.0,55.0,1.2,75.0,125.0,Frozen Foods,Estimate,Medium,0.06186267845003398,0.55,B,0.75,76.52549286199864,0.37943262411347517,0.18556701030927836,40.30671930979016,58.4161060858944
190.0,Cardboard-Compostable Laminate,20.0,17.0,60.0,1.05,78.0,118.0,Snack Packs,Estimate,Medium,0.051665533650577834,0.6,B,0.75,78.43337865397689,0.3546099290780142,0.17525773195876287,41.032390144037436,59.73288439900716
191.0,Recycled Paper-PLA Laminate,17.0,12.0,65.0,0.9,80.0,115.0,Food Service,Estimate,Medium,0.04146838885112169,0.65,B,0.75,80.34126444595515,0.34397163120567376,0.14432989690721648,40.017913285077135,60.17958886551614
192.0,Flexible Paper Wrap,8.0,4.0,80.0,0.7,85.0,40.0,Confectionery Wrap,Literature,High,0.027872195785180146,0.8,B,0.75,85.3851121685928,0.07801418439716312,0.05154639175257732,48.676610367770714,67.03086126818175
193.0,Flexible Kraft Paper Wrap,10.0,5.0,82.0,0.75,88.0,42.0,Bakery Wrap,Estimate,Medium,0.03127124405166554,0.82,B,0.75,85.84915023793337,0.0851063829787234,0.07216494845360824,49.35292827374424,67.6010392558388
194.0,Glassine Paper Wrap,6.0,4.0,75.0,0.8,80.0,45.0,Oily Foods,Estimate,Medium,0.034670292318150914,0.75,B,0.75,83.61318830727397,0.09574468085106383,0.030927835051546393,46.75915771002413,65.18617300864905
195.0,Greaseproof Paper,7.0,4.0,78.0,0.78,80.0,46.0,Bakery Wrap,Literature,High,0.03331067301155677,0.78,B,0.75,84.56757307953772,0.09929078014184398,0.041237113402061855,47.09731666301089,65.8324448712743
196.0,Waxed Paper,6.0,3.0,70.0,0.85,50.0,50.0,Cheese/Meat Wrap,Estimate,Medium,0.038069340584636305,0.7,C,0.5,74.47722637661455,0.11347517730496454,0.030927835051546393,45.8726328873291,60.17492963197182
197.0,Recycled Flexible Paper Wrap,8.0,4.0,82.0,0.6,90.0,38.0,Confectionery Wrap,Estimate,Medium,0.02107409925220938,0.82,A,1.0,93.75703602991163,0.07092198581560284,0.05154639175257732,49.03122029684873,71.39412816338017
198.0,Paper Mailer - Padded,14.0,8.0,75.0,0.9,85.0,50.0,E-commerce Mailers,Literature,High,0.04146838885112169,0.75,B,0.75,83.34126444595513,0.11347517730496454,0.1134020618556701,49.99634422753528,66.66880433674521
199.0,Paper Mailer - Rigid,16.0,10.0,75.0,0.95,85.0,55.0,Documents,Estimate,Medium,0.04486743711760706,0.75,B,0.75,83.20530251529571,0.13120567375886524,0.13402061855670103,50.140747239891795,66.67302487759375
200.0,Paper Mailer - Lightweight,12.0,6.0,80.0,0.85,90.0,45.0,Apparel,Estimate,Medium,0.038069340584636305,0.8,A,1.0,92.47722637661455,0.09574468085106383,0.09278350515463918,49.85194121517877,71.16458379589666
201.0,Paper Mailer - Recycled,14.0,8.0,80.0,0.7,92.0,48.0,E-commerce,Estimate,Medium,0.027872195785180146,0.8,A,1.0,92.88511216859278,0.10638297872340426,0.1134020618556701,50.35095415661329,71.61803316260304
202.0,Paper Mailer - Honeycomb,18.0,10.0,78.0,0.98,85.0,60.0,Fragile Goods,Estimate,Medium,0.04690686607749829,0.78,B,0.75,84.02372535690007,0.14893617021276595,0.15463917525773196,50.2851502522483,67.15443780457419
203.0,Recycled Plastic Mailer,50.0,10.0,1.0,2.1,70.0,70.0,E-commerce,Estimate,Medium,0.1230455472467709,0.01,B,0.75,57.87817811012916,0.18439716312056736,0.4845360824742268,65.00694596768297,61.44256203890606
204.0,Bio-based Plastic Mailer,45.0,9.0,40.0,1.4,65.0,95.0,E-commerce,Estimate,Medium,0.07545887151597551,0.4,C,0.5,63.98164513936098,0.2730496453900709,0.4329896907216495,57.99700226657893,60.989323702969955
205.0,Compostable Mailer,35.0,7.0,85.0,0.7,60.0,105.0,E-commerce,Literature,High,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.30851063829787234,0.32989690721649484,51.06931344593112,65.22721280726196
206.0,Paper-Padded Compostable Mailer,20.0,9.0,80.0,0.85,70.0,90.0,E-commerce,Estimate,Medium,0.038069340584636305,0.8,B,0.75,84.97722637661454,0.2553191489361702,0.17525773195876287,45.99692915112964,65.4870777638721
207.0,Cardboard Envelope,15.0,7.0,5.0,1.0,90.0,40.0,Documents,Estimate,Medium,0.04826648538409245,0.05,A,1.0,69.56934058463631,0.07801418439716312,0.12371134020618557,52.28485779045112,60.92709918754372
