strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index
45.0,11.0,1.0,1.9,65.0,80.0,Stick Packs,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.2198581560283688,0.4329896907216495,60.65657673466404
50.0,13.0,1.0,2.6,40.0,75.0,Food Cups,Literature,High,0.1570360299116247,0.01,D,0.25,41.518558803535015,0.202127659574468,0.4845360824742268,64.12042114498794
50.0,13.0,1.0,1.9,55.0,72.0,Food Cups,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.1914893617021276,0.4845360824742268,64.65233603860496
45.0,12.0,1.0,3.0,10.0,65.0,Dairy Cups,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1666666666666666,0.4329896907216495,63.31615120274914
45.0,12.0,1.0,2.1,30.0,60.0,Dairy Cups,Estimate,Medium,0.1230455472467709,0.01,D,0.25,42.87817811012917,0.1489361702127659,0.4329896907216495,64.20267602544418
50.0,10.0,80.0,0.6,70.0,120.0,Dairy Cups,Estimate,Medium,0.0210740992522093,0.8,B,0.75,85.65703602991162,0.3617021276595745,0.4845360824742268,56.141697740732624
18.0,9.0,60.0,1.1,75.0,115.0,Dairy Cups,Estimate,Medium,0.0550645819170632,0.6,B,0.75,78.29741672331747,0.3439716312056737,0.1546391752577319,40.533377202602914
5.0,3.0,95.0,0.5,80.0,80.0,Gift Inserts,Estimate,Medium,0.0142760027192386,0.95,B,0.75,90.42895989123043,0.2198581560283688,0.0206185567010309,40.03802003363311
4.0,2.0,95.0,0.45,80.0,75.0,Tags,Estimate,Medium,0.0108769544527532,0.95,B,0.75,90.56492182188988,0.202127659574468,0.0103092783505154,40.40908093880237
10.0,6.0,90.0,0.8,80.0,85.0,Gift Boxes,Estimate,Medium,0.0346702923181509,0.9,B,0.75,88.11318830727396,0.2375886524822695,0.0721649484536082,41.72881479856694
25.0,5.0,60.0,1.5,60.0,70.0,Tags,Estimate,Medium,0.0822569680489462,0.6,C,0.5,69.70972127804215,0.1843971631205673,0.2268041237113402,52.12034802953865
22.0,4.0,85.0,0.9,70.0,80.0,Tags,Estimate,Medium,0.0414683888511216,0.85,B,0.75,86.34126444595513,0.2198581560283688,0.1958762886597938,48.80090663157125
18.0,18.0,5.0,1.2,90.0,52.0,Cold Chain,Literature,High,0.0618626784500339,0.05,A,1.0,69.02549286199864,0.1205673758865248,0.1546391752577319,51.70358996856036
18.0,18.0,5.0,0.82,95.0,48.0,Cold Chain,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.1063829787234042,0.1546391752577319,52.41280982671639
30.0,40.0,0.0,4.0,30.0,150.0,Cold Chain,Estimate,Medium,0.2522093813732154,0.0,D,0.25,37.41162474507138,0.4680851063829787,0.2783505154639175,40.51327045404694
20.0,30.0,0.0,5.0,10.0,70.0,Cold Chain,Literature,High,0.3201903467029232,0.0,D,0.25,34.69238613188308,0.1843971631205673,0.1752577319587628,49.543028441909776
50.0,50.0,0.0,15.0,80.0,300.0,Cold Chain,Estimate,Medium,1.0,0.0,B,0.75,22.5,1.0,0.4845360824742268,24.22680412371134
5.0,5.0,0.0,4.0,0.0,200.0,Cold Chain,Estimate,Medium,0.2522093813732154,0.0,D,0.25,37.41162474507138,0.6453900709219859,0.0206185567010309,18.76142428895225
6.0,5.0,80.0,1.0,80.0,80.0,Cold Chain,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.2198581560283688,0.0309278350515463,40.55348395115888
5.0,5.0,50.0,3.0,0.0,180.0,Cold Chain,Estimate,Medium,0.1842284160435078,0.5,D,0.25,55.13086335825969,0.574468085106383,0.0206185567010309,22.307523579732397
6.0,5.0,1.0,2.0,60.0,70.0,Cold Chain,Estimate,Medium,0.1162474507138001,0.01,C,0.5,50.650101971448,0.1843971631205673,0.0309278350515463,42.32653359654895
6.0,5.0,85.0,0.8,65.0,90.0,Cold Chain,Estimate,Medium,0.0346702923181509,0.85,C,0.5,79.11318830727397,0.2553191489361702,0.0309278350515463,38.780434305768814
18.0,16.0,5.0,1.14,88.0,50.0,Return Systems,Estimate,Medium,0.0577838205302515,0.05,B,0.75,61.68864717878995,0.1134751773049645,0.1546391752577319,52.05819989763838
18.0,16.0,5.0,0.8,93.0,46.0,Return Systems,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0992907801418439,0.1546391752577319,52.7674197557944
60.0,20.0,1.0,2.5,40.0,80.0,Return Systems,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,20.0,1.0,1.9,55.0,76.0,Return Systems,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.2056737588652482,0.5876288659793815,69.09775535570665
70.0,25.0,1.0,3.0,50.0,90.0,Return Systems,Literature,High,0.1842284160435078,0.01,C,0.5,47.93086335825969,0.2553191489361702,0.6907216494845361,71.7701250274183
70.0,25.0,1.0,2.2,65.0,85.0,Return Systems,Estimate,Medium,0.1298436437797416,0.01,C,0.5,50.10625424881033,0.2375886524822695,0.6907216494845361,72.65664985011333
80.0,30.0,0.0,7.0,90.0,150.0,Return Systems,Estimate,Medium,0.4561522773623385,0.0,A,1.0,51.753908905506464,0.4680851063829787,0.7938144329896907,66.28646633033559
75.0,28.0,1.0,10.0,90.0,180.0,Return Systems,Estimate,Medium,0.6600951733514616,0.01,A,1.0,43.89619306594154,0.574468085106383,0.7422680412371134,58.38999780653652
12.0,8.0,85.0,0.8,90.0,50.0,Dunnage,Estimate,Medium,0.0346702923181509,0.85,A,1.0,94.11318830727396,0.1134751773049645,0.0927835051546391,48.96541639248373
12.0,8.0,88.0,0.6,92.0,48.0,Dunnage,Estimate,Medium,0.0210740992522093,0.88,A,1.0,95.55703602991164,0.1063829787234042,0.0927835051546391,49.32002632156174
20.0,10.0,60.0,1.5,50.0,70.0,Dunnage,Estimate,Medium,0.0822569680489462,0.6,C,0.5,69.70972127804215,0.1843971631205673,0.1752577319587628,49.543028441909776
50.0,15.0,1.0,3.0,30.0,60.0,Dunnage,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1489361702127659,0.4845360824742268,66.77999561307304
50.0,15.0,1.0,2.0,50.0,58.0,Dunnage,Estimate,Medium,0.1162474507138001,0.01,C,0.5,50.650101971448,0.1418439716312056,0.4845360824742268,67.13460554215106
40.0,12.0,80.0,0.8,60.0,90.0,Dunnage,Estimate,Medium,0.0346702923181509,0.8,C,0.5,77.61318830727396,0.2553191489361702,0.3814432989690721,56.3062075016451
50.0,18.0,1.0,2.5,30.0,65.0,Layer Pads,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1666666666666666,0.4845360824742268,65.893470790378
50.0,18.0,1.0,1.9,50.0,62.0,Layer Pads,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.1560283687943262,0.4845360824742268,66.42538568399503
20.0,16.0,80.0,1.1,85.0,55.0,Layer Pads,Estimate,Medium,0.0550645819170632,0.8,B,0.75,84.29741672331747,0.1312056737588652,0.1752577319587628,52.20260290999488
20.0,16.0,82.0,0.9,90.0,50.0,Layer Pads,Estimate,Medium,0.0414683888511216,0.82,A,1.0,92.94126444595514,0.1134751773049645,0.1752577319587628,53.08912773268992
35.0,12.0,1.0,2.5,30.0,55.0,Pallet Top,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1312056737588652,0.3298969072164948,59.93456167288148
35.0,12.0,1.0,1.8,50.0,52.0,Pallet Top,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1205673758865248,0.3298969072164948,60.46647656649851
15.0,10.0,80.0,0.8,90.0,45.0,Pallet Top,Estimate,Medium,0.0346702923181509,0.8,A,1.0,92.61318830727396,0.0957446808510638,0.1237113402061855,51.39833296775609
15.0,10.0,82.0,0.6,92.0,40.0,Pallet Top,Estimate,Medium,0.0210740992522093,0.82,A,1.0,93.75703602991165,0.0780141843971631,0.1237113402061855,52.28485779045112
16.0,14.0,5.0,1.1,90.0,46.0,Retail Ready,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0992907801418439,0.134020618556701,51.73649192074286
16.0,14.0,5.0,0.8,95.0,42.0,Retail Ready,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0851063829787234,0.134020618556701,52.44571177889888
15.0,13.0,5.0,1.1,88.0,45.0,Displays,Estimate,Medium,0.0550645819170632,0.05,B,0.75,61.79741672331747,0.0957446808510638,0.1237113402061855,51.39833296775609
15.0,13.0,5.0,0.78,93.0,40.0,Displays,Estimate,Medium,0.0333106730115567,0.05,A,1.0,70.16757307953773,0.0780141843971631,0.1237113402061855,52.28485779045112
60.0,15.0,1.0,3.0,40.0,80.0,Retail Ready,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,15.0,1.0,1.9,60.0,82.0,Retail Ready,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.226950354609929,0.5876288659793815,68.03392556847263
18.0,14.0,80.0,1.0,85.0,55.0,Retail Ready,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.1312056737588652,0.1546391752577319,51.17167507494334
18.0,14.0,82.0,0.8,90.0,50.0,Retail Ready,Estimate,Medium,0.0346702923181509,0.82,A,1.0,93.21318830727397,0.1134751773049645,0.1546391752577319,52.05819989763838
18.0,15.0,5.0,1.2,85.0,60.0,Luxury Packaging,Estimate,Medium,0.0618626784500339,0.05,B,0.75,61.52549286199864,0.1489361702127659,0.1546391752577319,50.2851502522483
18.0,15.0,5.0,0.9,90.0,55.0,Luxury Packaging,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.1312056737588652,0.1546391752577319,51.17167507494334
22.0,18.0,5.0,1.4,80.0,80.0,Luxury Packaging,Estimate,Medium,0.0754588715159755,0.05,B,0.75,60.98164513936097,0.2198581560283688,0.1958762886597938,48.80090663157125
22.0,18.0,5.0,1.1,85.0,75.0,Luxury Packaging,Estimate,Medium,0.0550645819170632,0.05,B,0.75,61.79741672331747,0.202127659574468,0.1958762886597938,49.68743145426628
24.0,18.0,60.0,1.6,70.0,95.0,Luxury Packaging,Estimate,Medium,0.089055064581917,0.6,B,0.75,76.93779741672331,0.2730496453900709,0.2164948453608247,47.17225999853769
28.0,20.0,60.0,2.8,60.0,110.0,Luxury Packaging,Estimate,Medium,0.1706322229775662,0.6,C,0.5,66.17471108089735,0.3262411347517731,0.2577319587628865,46.57454120055567
26.0,18.0,80.0,1.5,70.0,105.0,Luxury Packaging,Estimate,Medium,0.0822569680489462,0.8,B,0.75,83.20972127804215,0.3085106382978723,0.2371134020618556,46.430138188199166
40.0,20.0,1.0,6.0,90.0,120.0,Luxury Packaging,Estimate,Medium,0.3881713120326308,0.01,A,1.0,54.77314751869476,0.3617021276595745,0.3814432989690721,50.98705856547488
40.0,20.0,1.0,4.0,95.0,110.0,Luxury Packaging,Estimate,Medium,0.2522093813732154,0.01,A,1.0,60.211624745071376,0.3262411347517731,0.3814432989690721,52.76010821086496
80.0,18.0,0.0,2.4,95.0,115.0,Luxury Packaging,Estimate,Medium,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.3439716312056737,0.7938144329896907,72.49214008920084
18.0,12.0,80.0,0.9,70.0,95.0,Window Boxes,Estimate,Medium,0.0414683888511216,0.8,B,0.75,84.84126444595513,0.2730496453900709,0.1546391752577319,44.079476493383055
17.0,11.0,85.0,0.85,72.0,92.0,Window Boxes,Estimate,Medium,0.0380693405846363,0.85,B,0.75,86.47722637661455,0.2624113475177305,0.1443298969072164,44.0959274694743
18.0,12.0,1.0,2.0,70.0,85.0,Window Boxes,Estimate,Medium,0.1162474507138001,0.01,B,0.75,58.15010197144799,0.2375886524822695,0.1546391752577319,45.85252613877312
16.0,11.0,80.0,1.0,85.0,80.0,Window Boxes,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.2198581560283688,0.134020618556701,45.70812312641661
17.0,14.0,5.0,1.16,90.0,48.0,Electronics,Literature,High,0.0591434398368456,0.05,A,1.0,69.13426240652618,0.1063829787234042,0.1443298969072164,51.897345909190605
17.0,14.0,5.0,0.84,95.0,44.0,Electronics,Estimate,Medium,0.0373895309313392,0.05,A,1.0,70.00441876274644,0.0921985815602836,0.1443298969072164,52.60656576734664
11.0,7.0,85.0,0.5,80.0,55.0,Electronics,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1312056737588652,0.0824742268041237,47.56342765226293
50.0,15.0,1.0,3.5,10.0,75.0,Electronics,Literature,High,0.2182188987083616,0.01,D,0.25,39.07124405166554,0.202127659574468,0.4845360824742268,64.12042114498794
50.0,15.0,1.0,2.5,30.0,70.0,Electronics,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1843971631205673,0.4845360824742268,65.00694596768297
18.0,12.0,0.0,4.0,20.0,90.0,Electronics,Literature,High,0.2522093813732154,0.0,D,0.25,37.41162474507138,0.2553191489361702,0.1546391752577319,44.96600131607809
18.0,12.0,0.0,3.0,40.0,85.0,Electronics,Estimate,Medium,0.1842284160435078,0.0,D,0.25,40.13086335825969,0.2375886524822695,0.1546391752577319,45.85252613877312
14.0,9.0,80.0,1.0,70.0,65.0,Electronics,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.1666666666666666,0.1134020618556701,47.33676975945018
45.0,10.0,1.0,3.0,30.0,60.0,Electronics,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1489361702127659,0.4329896907216495,64.20267602544418
45.0,10.0,1.0,2.2,50.0,58.0,Electronics,Estimate,Medium,0.1298436437797416,0.01,C,0.5,50.10625424881033,0.1418439716312056,0.4329896907216495,64.55728595452219
15.0,7.0,75.0,1.1,70.0,70.0,Electronics,Estimate,Medium,0.0550645819170632,0.75,B,0.75,82.79741672331747,0.1843971631205673,0.1237113402061855,46.965708854280905
15.0,10.0,5.0,1.1,90.0,44.0,Food,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0921985815602836,0.1237113402061855,51.575637932295095
15.0,10.0,5.0,0.8,95.0,40.0,Food,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0780141843971631,0.1237113402061855,52.28485779045112
16.0,12.0,5.0,1.12,90.0,46.0,Bakery,Estimate,Medium,0.0564242012236573,0.05,A,1.0,69.2430319510537,0.0992907801418439,0.134020618556701,51.73649192074286
16.0,12.0,5.0,0.82,95.0,42.0,Bakery,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0851063829787234,0.134020618556701,52.44571177889888
17.0,14.0,5.0,1.15,90.0,48.0,Pizza,Estimate,Medium,0.0584636301835485,0.05,A,1.0,69.16145479265805,0.1063829787234042,0.1443298969072164,51.897345909190605
17.0,14.0,5.0,0.85,95.0,44.0,Pizza,Estimate,Medium,0.0380693405846363,0.05,A,1.0,69.97722637661454,0.0921985815602836,0.1443298969072164,52.60656576734664
15.0,12.0,88.0,0.45,78.0,60.0,Pizza,Estimate,Medium,0.0108769544527532,0.88,B,0.75,88.46492182188986,0.1489361702127659,0.1237113402061855,48.73875849967098
16.0,13.0,90.0,0.48,78.0,62.0,Pizza,Estimate,Medium,0.0129163834126444,0.9,B,0.75,88.98334466349422,0.1560283687943262,0.134020618556701,48.899612488118734
17.0,14.0,80.0,1.0,85.0,52.0,Pizza,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.1205673758865248,0.1443298969072164,51.18812605103459
16.0,12.0,5.0,1.1,90.0,46.0,Frozen Food,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0992907801418439,0.134020618556701,51.73649192074286
16.0,12.0,5.0,0.8,95.0,42.0,Frozen Food,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0851063829787234,0.134020618556701,52.44571177889888
30.0,8.0,1.0,2.5,30.0,60.0,Frozen Food,Literature,High,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1489361702127659,0.2783505154639175,56.47071726255758
30.0,8.0,1.0,1.8,50.0,58.0,Frozen Food,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1418439716312056,0.2783505154639175,56.8253271916356
20.0,10.0,5.0,2.7,60.0,80.0,Frozen Food,Estimate,Medium,0.1638341264445955,0.05,C,0.5,49.946634942216185,0.2198581560283688,0.1752577319587628,47.76997879651971
19.0,10.0,20.0,1.9,70.0,95.0,Frozen Food,Estimate,Medium,0.1094493541808293,0.2,B,0.75,64.12202583276682,0.2730496453900709,0.1649484536082474,44.594940410908826
35.0,9.0,80.0,0.7,65.0,110.0,Frozen Food,Estimate,Medium,0.0278721957851801,0.8,C,0.5,77.8851121685928,0.3262411347517731,0.3298969072164948,50.182788623236085
17.0,14.0,5.0,1.2,88.0,48.0,Beverage,Estimate,Medium,0.0618626784500339,0.05,B,0.75,61.52549286199864,0.1063829787234042,0.1443298969072164,51.897345909190605
17.0,14.0,5.0,0.85,93.0,44.0,Beverage,Estimate,Medium,0.0380693405846363,0.05,A,1.0,69.97722637661454,0.0921985815602836,0.1443298969072164,52.60656576734664
18.0,16.0,5.0,1.25,88.0,50.0,Beverage,Estimate,Medium,0.0652617267165193,0.05,B,0.75,61.38953093133923,0.1134751773049645,0.1546391752577319,52.05819989763838
18.0,16.0,5.0,0.9,93.0,46.0,Beverage,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.0992907801418439,0.1546391752577319,52.7674197557944
19.0,18.0,5.0,1.3,88.0,52.0,Beverage,Estimate,Medium,0.0686607749830047,0.05,B,0.75,61.25356900067982,0.1205673758865248,0.1649484536082474,52.21905388608613
19.0,18.0,5.0,0.95,93.0,48.0,Beverage,Estimate,Medium,0.044867437117607,0.05,A,1.0,69.70530251529571,0.1063829787234042,0.1649484536082474,52.92827374424216
55.0,18.0,1.0,2.5,20.0,40.0,Beverage,Literature,High,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.0780141843971631,0.5360824742268041,72.90341449148205
45.0,16.0,40.0,1.8,30.0,70.0,Beverage,Estimate,Medium,0.1026512576478586,0.4,D,0.25,55.393949694085656,0.1843971631205673,0.4329896907216495,62.4296263800541
20.0,14.0,80.0,1.0,85.0,55.0,Beverage,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.1312056737588652,0.1752577319587628,52.20260290999488
6.0,3.0,5.0,0.9,80.0,30.0,Labels,Literature,High,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0425531914893617,0.0309278350515463,49.41873217810924
6.0,3.0,5.0,0.6,90.0,25.0,Labels,Estimate,Medium,0.0210740992522093,0.05,A,1.0,70.65703602991162,0.0248226950354609,0.0309278350515463,50.30525700080427
25.0,4.0,1.0,2.3,30.0,40.0,Labels,Literature,High,0.1366417403127124,0.01,D,0.25,42.33433038749151,0.0780141843971631,0.2268041237113402,57.439496965708855
30.0,5.0,1.0,3.0,40.0,50.0,Labels,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1134751773049645,0.2783505154639175,58.24376690794766
22.0,4.0,30.0,1.5,50.0,60.0,Labels,Estimate,Medium,0.0822569680489462,0.3,C,0.5,60.70972127804215,0.1489361702127659,0.1958762886597938,52.3470059223514
6.0,3.0,5.0,0.9,80.0,32.0,Labels,Estimate,Medium,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0496453900709219,0.0309278350515463,49.06412224903122
25.0,4.0,1.0,2.0,40.0,45.0,Labels,Estimate,Medium,0.1162474507138001,0.01,D,0.25,43.150101971448,0.0957446808510638,0.2268041237113402,56.55297214301383
20.0,4.0,85.0,0.7,60.0,55.0,Labels,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.1312056737588652,0.1752577319587628,52.20260290999488
10.0,4.0,5.0,0.9,85.0,30.0,Tape,Estimate,Medium,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0425531914893617,0.0721649484536082,51.48058784821233
10.0,4.0,5.0,0.6,92.0,28.0,Tape,Estimate,Medium,0.0210740992522093,0.05,A,1.0,70.65703602991162,0.0354609929078014,0.0721649484536082,51.83519777729034
30.0,6.0,1.0,3.5,10.0,40.0,Tape,Literature,High,0.2182188987083616,0.01,D,0.25,39.07124405166554,0.0780141843971631,0.2783505154639175,60.016816553337726
25.0,5.0,1.0,2.3,30.0,35.0,Tape,Estimate,Medium,0.1366417403127124,0.01,D,0.25,42.33433038749151,0.0602836879432624,0.2268041237113402,58.32602178840389
22.0,5.0,30.0,1.5,45.0,45.0,Tape,Estimate,Medium,0.0822569680489462,0.3,D,0.25,53.20972127804215,0.0957446808510638,0.1958762886597938,55.0065803904365
5.0,3.0,5.0,0.9,80.0,28.0,Gift Wrap,Estimate,Medium,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0354609929078014,0.0206185567010309,49.25787818966148
5.0,3.0,5.0,0.6,90.0,24.0,Gift Wrap,Estimate,Medium,0.0210740992522093,0.05,A,1.0,70.65703602991162,0.0212765957446808,0.0206185567010309,49.9670980478175
3.0,2.0,5.0,0.85,85.0,20.0,Gift Wrap,Estimate,Medium,0.0380693405846363,0.05,B,0.75,62.47722637661455,0.0070921985815602,0.0,49.645390070921984
3.0,2.0,5.0,0.5,92.0,18.0,Gift Wrap,Estimate,Medium,0.0142760027192386,0.05,A,1.0,70.92895989123046,0.0,0.0,50.0
30.0,4.0,1.0,4.0,20.0,60.0,Gift Wrap,Estimate,Medium,0.2522093813732154,0.01,D,0.25,37.71162474507138,0.1489361702127659,0.2783505154639175,56.47071726255758
25.0,4.0,85.0,0.7,65.0,55.0,Gift Wrap,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.1312056737588652,0.2268041237113402,54.779922497623744
16.0,14.0,5.0,1.1,90.0,47.0,Toys,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.1028368794326241,0.134020618556701,51.55918695620385
16.0,14.0,5.0,0.8,95.0,42.0,Toys,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0851063829787234,0.134020618556701,52.44571177889888
10.0,6.0,85.0,0.5,80.0,52.0,Toys,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1205673758865248,0.0721649484536082,47.57987862835417
60.0,15.0,1.0,3.0,40.0,80.0,Toys,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,15.0,1.0,1.8,60.0,82.0,Toys,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.226950354609929,0.5876288659793815,68.03392556847263
25.0,12.0,70.0,1.1,80.0,90.0,Toys,Estimate,Medium,0.0550645819170632,0.7,B,0.75,81.29741672331747,0.2553191489361702,0.2268041237113402,48.5742487387585
5.0,4.0,5.0,0.9,85.0,35.0,Leaflets,Estimate,Medium,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0602836879432624,0.0206185567010309,48.01674343788843
5.0,4.0,5.0,0.6,90.0,30.0,Leaflets,Estimate,Medium,0.0210740992522093,0.05,A,1.0,70.65703602991162,0.0425531914893617,0.0206185567010309,48.90326826058347
16.0,12.0,5.0,1.1,88.0,50.0,Cosmetics,Estimate,Medium,0.0550645819170632,0.05,B,0.75,61.79741672331747,0.1134751773049645,0.134020618556701,51.027272062586825
16.0,12.0,5.0,0.8,92.0,45.0,Cosmetics,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0957446808510638,0.134020618556701,51.91379688528186
9.0,5.0,85.0,0.5,80.0,50.0,Cosmetics,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1134751773049645,0.0618556701030927,47.41902463990642
60.0,15.0,1.0,3.0,40.0,80.0,Cosmetics,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,15.0,1.0,1.8,60.0,82.0,Cosmetics,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.226950354609929,0.5876288659793815,68.03392556847263
80.0,18.0,0.0,2.4,95.0,120.0,Cosmetics,Estimate,Medium,0.1434398368456832,0.0,A,1.0,64.26240652617268,0.3617021276595745,0.7938144329896907,71.60561526650582
70.0,16.0,1.0,7.5,90.0,130.0,Cosmetics,Estimate,Medium,0.4901427600271923,0.01,A,1.0,50.69428959891231,0.3971631205673759,0.6907216494845361,64.67792644585802
20.0,12.0,80.0,1.0,85.0,90.0,Cosmetics,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.2553191489361702,0.1752577319587628,45.99692915112964
55.0,10.0,1.0,2.6,30.0,60.0,Dispensers,Estimate,Medium,0.1570360299116247,0.01,D,0.25,41.518558803535015,0.1489361702127659,0.5360824742268041,69.3573152007019
55.0,10.0,1.0,1.9,50.0,58.0,Dispensers,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.1418439716312056,0.5360824742268041,69.71192512977993
65.0,12.0,1.0,6.0,90.0,90.0,Dispensers,Estimate,Medium,0.3881713120326308,0.01,A,1.0,54.77314751869476,0.2553191489361702,0.6391752577319587,69.19280543978942
25.0,8.0,75.0,1.4,80.0,80.0,Dispensers,Estimate,Medium,0.0754588715159755,0.75,B,0.75,81.98164513936098,0.2198581560283688,0.2268041237113402,50.34729838414857
50.0,9.0,40.0,2.0,50.0,75.0,Dispensers,Estimate,Medium,0.1162474507138001,0.4,C,0.5,62.35010197144799,0.202127659574468,0.4845360824742268,64.12042114498794
18.0,16.0,5.0,1.18,90.0,50.0,Pharma Shipping,Estimate,Medium,0.0605030591434398,0.05,A,1.0,69.07987763426242,0.1134751773049645,0.1546391752577319,52.05819989763838
18.0,16.0,5.0,0.82,95.0,46.0,Pharma Shipping,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0992907801418439,0.1546391752577319,52.7674197557944
20.0,30.0,0.0,5.0,10.0,80.0,Pharma,Estimate,Medium,0.3201903467029232,0.0,D,0.25,34.69238613188308,0.2198581560283688,0.1752577319587628,47.76997879651971
30.0,40.0,0.0,4.0,30.0,150.0,Pharma,Estimate,Medium,0.2522093813732154,0.0,D,0.25,37.41162474507138,0.4680851063829787,0.2783505154639175,40.51327045404694
22.0,28.0,80.0,1.5,70.0,100.0,Pharma,Estimate,Medium,0.0822569680489462,0.8,B,0.75,83.20972127804215,0.2907801418439716,0.1958762886597938,45.25480734079111
5.0,5.0,0.0,4.0,0.0,200.0,Pharma,Estimate,Medium,0.2522093813732154,0.0,D,0.25,37.41162474507138,0.6453900709219859,0.0206185567010309,18.76142428895225
5.0,5.0,0.0,3.0,0.0,150.0,Pharma,Estimate,Medium,0.1842284160435078,0.0,D,0.25,40.13086335825969,0.4680851063829787,0.0206185567010309,27.62667251590261
20.0,20.0,80.0,1.2,85.0,70.0,Palletization,Estimate,Medium,0.0618626784500339,0.8,B,0.75,84.02549286199864,0.1843971631205673,0.1752577319587628,49.543028441909776
20.0,20.0,82.0,1.0,90.0,65.0,Palletization,Estimate,Medium,0.0482664853840924,0.82,A,1.0,92.6693405846363,0.1666666666666666,0.1752577319587628,50.429553264604806
