material_id,packaging_type,material_type,suitable_product_categories,recommended_packaging_use_cases,supplier_region,recyclability_percent,recyclability_category,recycled_content_percent,reusability_percent,biodegradation_time_days,end_of_life_disposal_percent,carbon_footprint_kg_co2_unit,co2_emission_per_kg_estimated,waste_reduction_impact_percent,sustainability_target_progress_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,cost_per_unit_usd,annual_usage_units,total_material_weight_tons,supplier_sustainability_compliance_percent,co2_impact_index,cost_efficiency_index,material_suitability_score,overall_sustainability_score
MAT_0314,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,95,Medium,48.0,96.0,25244.0,11.0,1.18,1.49,79.0,82.0,7.0,8.0,7.0,14.41,49673.0,995.0,86.0,54.538155123387625,70.1164724164724,70.37037037037037,76.03835429318566
MAT_0315,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,97,High,76.0,51.0,332.0,6.0,0.73,0.52,62.0,86.0,5.0,5.0,4.0,2.94,102220.0,740.0,84.0,78.91339711701195,83.99696969696969,40.74074074074074,80.16968899095419
MAT_0316,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,88,Medium,50.0,96.0,40050.0,11.0,1.21,1.47,80.0,90.0,8.0,7.0,6.0,15.25,50106.0,1088.0,96.0,52.081561559568776,66.38477078477078,66.66666666666666,73.02854654584907
MAT_0317,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,52.0,242.0,5.0,0.79,0.5,60.0,90.0,5.0,3.0,4.0,3.14,103063.0,782.0,88.0,81.22162338337317,84.40846930846931,33.33333333333333,81.07756818418059
MAT_0318,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,85,Medium,50.0,97.0,32911.0,10.0,1.2,1.55,81.0,90.0,9.0,8.0,7.0,14.55,46054.0,1003.0,100.0,50.363589881534566,67.04452214452215,77.77777777777777,71.6772564585371
MAT_0319,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,98,High,77.0,46.0,169.0,4.0,0.78,0.51,60.0,87.0,6.0,3.0,3.0,2.82,96624.0,825.0,90.0,82.6320241354161,83.53006993006991,33.33333333333333,81.22120844739563
MAT_0320,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,50.0,95.0,30911.0,10.0,1.15,1.46,79.0,85.0,8.0,8.0,7.0,14.68,52156.0,1010.0,95.0,53.16064748608448,67.8919968919969,74.07407407407408,73.80622662012956
MAT_0321,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,78.0,50.0,197.0,5.0,0.85,0.49,60.0,83.0,5.0,4.0,4.0,3.87,96646.0,743.0,87.0,81.48346815556621,81.69044289044288,37.03703703703703,80.11921385444816
MAT_0322,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,99.0,42997.0,11.0,1.15,1.46,78.0,82.0,8.0,8.0,7.0,14.94,48860.0,978.0,86.0,53.32475294075212,68.7869463869464,74.07407407407408,74.26366352926324
MAT_0323,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,78.0,47.0,157.0,5.0,0.92,0.5,61.0,90.0,5.0,3.0,5.0,2.77,100871.0,847.0,90.0,83.7769082846836,84.42719502719503,37.03703703703704,82.62191789963926
MAT_0324,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,47.0,93.0,33532.0,10.0,1.06,1.4,81.0,91.0,7.0,8.0,6.0,14.4,51174.0,959.0,97.0,53.25866480714949,67.43589743589745,66.66666666666666,73.74053268250232
MAT_0325,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,99,High,81.0,50.0,209.0,6.0,0.79,0.53,60.0,91.0,5.0,4.0,4.0,3.06,99778.0,745.0,86.0,81.54157229353083,84.16386946386946,37.03703703703703,81.18955030273578
MAT_0326,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,49.0,94.0,76964.0,10.0,1.21,1.52,75.0,82.0,7.0,8.0,7.0,14.65,49673.0,998.0,92.0,51.21002165799292,67.75027195027195,70.37037037037037,71.92350758029752
MAT_0327,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,94,High,79.0,48.0,154.0,5.0,0.92,0.5,59.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0,82.08629667609151,81.95306915306915,37.03703703703704,79.33020383663202
MAT_0328,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,85,Medium,48.0,93.0,29304.0,11.0,1.12,1.55,81.0,83.0,8.0,7.0,7.0,15.11,51095.0,966.0,93.0,50.52167038710762,65.15672105672105,70.37037037037037,71.73258463548765
MAT_0329,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,76.0,51.0,332.0,6.0,0.79,0.51,62.0,86.0,5.0,3.0,4.0,2.94,102220.0,740.0,84.0,79.04807725169208,83.99696969696969,33.33333333333333,80.2168270380922
MAT_0330,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,50.0,96.0,40050.0,11.0,1.15,1.53,80.0,90.0,8.0,7.0,7.0,15.25,50106.0,1088.0,96.0,51.27348075148797,66.38477078477078,70.37037037037037,72.74571826302079
MAT_0331,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,99,High,82.0,53.0,291.0,5.0,0.73,0.5,60.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.36334857772383,85.24949494949496,37.03703703703703,80.77717200220333
MAT_0332,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,95,Medium,48.0,96.0,25244.0,11.0,1.21,1.5,78.0,82.0,7.0,8.0,6.0,14.41,49673.0,995.0,86.0,54.4034749887075,70.1164724164724,66.66666666666666,75.69121624604762
MAT_0333,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,98,High,77.0,46.0,169.0,4.0,0.72,0.53,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,90.0,82.36266386605584,83.53006993006991,40.74074074074075,81.12693235311954
MAT_0334,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,47.0,97.0,33532.0,10.0,1.15,1.48,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,52.181223729708414,68.23589743589744,70.37037037037037,73.66342830539794
MAT_0335,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,96,High,78.0,50.0,197.0,5.0,0.77,0.47,60.0,83.0,5.0,5.0,3.0,3.87,96646.0,743.0,87.0,81.75282842492648,81.69044289044288,37.03703703703704,80.21348994872426
MAT_0336,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,50.0,95.0,30911.0,11.0,1.2,1.37,81.0,85.0,9.0,9.0,7.0,14.68,52156.0,1010.0,95.0,54.37276869820569,67.8919968919969,81.48148148148148,74.830469044372
MAT_0337,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,78.0,47.0,157.0,5.0,0.76,0.5,60.0,90.0,5.0,3.0,4.0,2.77,100871.0,847.0,90.0,83.7769082846836,84.42719502719503,33.33333333333333,82.32191789963925
MAT_0338,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,94,Medium,50.0,96.0,40050.0,11.0,1.18,1.42,79.0,90.0,7.0,7.0,7.0,15.25,50106.0,1088.0,96.0,54.55496223296945,68.18477078477079,66.66666666666666,75.6942367815393
MAT_0339,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,94,High,79.0,48.0,154.0,5.0,0.85,0.53,59.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,86.0,81.6822562720511,81.95306915306915,29.629629629629626,79.18878969521788
MAT_0340,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,85,Medium,48.0,93.0,29304.0,11.0,1.18,1.52,81.0,83.0,7.0,9.0,6.0,15.11,51095.0,966.0,93.0,50.92571079114803,65.15672105672105,70.37037037037037,71.8739987769018
MAT_0341,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,97,High,76.0,51.0,332.0,6.0,0.79,0.5,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,84.0,79.18275738637222,83.99696969696969,37.03703703703703,79.66396508523026
MAT_0342,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,99.0,42997.0,10.0,1.21,1.48,76.0,82.0,8.0,7.0,7.0,14.94,48860.0,978.0,86.0,53.05539267139186,68.7869463869464,70.37037037037037,73.56938743498715
MAT_0343,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,82.0,53.0,291.0,5.0,0.78,0.51,60.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.22866844304369,85.24949494949496,37.03703703703703,80.73003395506528
MAT_0344,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,47.0,97.0,33532.0,10.0,1.15,1.5,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,51.91186346034814,68.23589743589744,70.37037037037037,73.56915221112185
MAT_0345,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,96,High,78.0,50.0,197.0,5.0,0.77,0.48,61.0,83.0,6.0,3.0,5.0,3.87,96646.0,743.0,87.0,81.61814829024637,81.69044289044288,40.74074074074075,80.46635190158622
MAT_0346,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,49.0,94.0,76964.0,10.0,1.19,1.46,75.0,82.0,8.0,8.0,7.0,14.65,49673.0,998.0,92.0,52.018102466073735,67.75027195027195,74.07407407407408,72.2063358631258
MAT_0347,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,77.0,46.0,169.0,4.0,0.72,0.51,62.0,87.0,5.0,3.0,3.0,2.82,96624.0,825.0,90.0,83.23202413541611,84.13006993006992,29.629629629629626,82.73120844739563
MAT_0348,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,48.0,96.0,25244.0,11.0,1.14,1.43,80.0,82.0,8.0,8.0,7.0,14.41,49673.0,995.0,86.0,55.346235931468435,70.1164724164724,74.07407407407408,76.62118257601395
MAT_0349,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,98,High,79.0,48.0,154.0,5.0,0.85,0.5,59.0,90.0,5.0,3.0,4.0,3.22,96860.0,862.0,86.0,83.28629667609151,83.15306915306915,33.33333333333333,81.15020383663203
MAT_0350,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,90,Medium,50.0,95.0,30911.0,10.0,1.15,1.46,79.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0,53.16064748608448,67.8919968919969,70.37037037037037,73.80622662012956
MAT_0351,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,78.0,47.0,157.0,5.0,0.92,0.5,60.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,90.0,83.7769082846836,84.42719502719503,37.03703703703703,82.32191789963925
MAT_0352,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,88,Medium,50.0,96.0,40050.0,11.0,1.21,1.42,79.0,90.0,8.0,8.0,7.0,15.25,50106.0,1088.0,96.0,52.75496223296945,66.38477078477078,74.07407407407408,72.9642367815393
MAT_0353,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,99,High,81.0,52.0,242.0,5.0,0.73,0.53,60.0,90.0,4.0,4.0,5.0,3.14,103063.0,782.0,88.0,80.81758297933277,84.40846930846931,37.03703703703704,80.93615404276646
MAT_0354,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,85,Medium,48.0,93.0,29304.0,11.0,1.18,1.4,81.0,83.0,7.0,9.0,6.0,15.11,51095.0,966.0,93.0,52.54187240730964,65.15672105672105,70.37037037037037,72.43965534255837
MAT_0355,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,82.0,53.0,291.0,5.0,0.73,0.52,59.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.39398830836357,85.54949494949494,37.03703703703703,80.83789590792725
MAT_0356,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,87,Medium,47.0,97.0,33532.0,10.0,1.06,1.47,81.0,91.0,9.0,7.0,7.0,14.4,51174.0,959.0,97.0,52.01590386438855,67.93589743589743,74.07407407407406,72.955566352536
MAT_0357,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,76.0,51.0,332.0,6.0,0.72,0.5,60.0,86.0,5.0,3.0,3.0,2.94,102220.0,740.0,84.0,79.18275738637222,83.99696969696969,29.629629629629626,79.66396508523026
MAT_0358,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,92,Medium,48.0,99.0,42997.0,11.0,1.22,1.52,78.0,82.0,7.0,7.0,7.0,14.94,48860.0,978.0,86.0,52.5166721326713,68.7869463869464,66.66666666666666,73.98083524643495
MAT_0359,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,96,High,78.0,50.0,197.0,5.0,0.85,0.49,61.0,83.0,4.0,4.0,5.0,3.87,96646.0,743.0,87.0,81.48346815556621,81.69044289044288,37.03703703703704,80.41921385444817
MAT_0360,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,49.0,94.0,76964.0,10.0,1.15,1.44,83.0,82.0,8.0,7.0,7.0,14.65,49673.0,998.0,92.0,52.287462735434,67.75027195027195,70.37037037037037,74.70061195740189
MAT_0361,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,77.0,46.0,169.0,4.0,0.78,0.52,61.0,87.0,5.0,3.0,3.0,2.82,96624.0,825.0,90.0,83.09734400073596,84.13006993006992,29.629629629629626,82.3840704002576
MAT_0362,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,95,Medium,48.0,96.0,25244.0,11.0,1.21,1.5,80.0,82.0,8.0,8.0,7.0,14.41,49673.0,995.0,86.0,54.4034749887075,70.1164724164724,74.07407407407408,76.29121624604763
MAT_0363,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,98,High,79.0,48.0,154.0,5.0,0.92,0.51,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0,83.15161654141137,83.15306915306915,37.03703703703704,81.40306578949397
MAT_0364,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,50.0,95.0,30911.0,10.0,1.2,1.54,79.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0,52.08320640864339,67.8919968919969,70.37037037037037,73.42912224302518
MAT_0365,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,78.0,47.0,157.0,5.0,0.76,0.53,60.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,90.0,83.3728678806432,84.42719502719503,37.03703703703703,82.18050375822511
MAT_0366,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,88,Medium,50.0,96.0,40050.0,11.0,1.13,1.45,79.0,90.0,7.0,7.0,6.0,15.25,50106.0,1088.0,96.0,52.35092182892905,66.38477078477078,62.96296296296296,72.82282264012517
MAT_0367,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,52.0,242.0,5.0,0.8,0.51,63.0,90.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0,81.08694324869303,84.40846930846931,40.74074074074075,81.93043013704255
MAT_0368,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,85,Medium,48.0,93.0,29304.0,11.0,1.12,1.46,81.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,93.0,51.73379159922884,65.15672105672105,74.07407407407406,72.15682705973009
MAT_0369,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,100,High,82.0,53.0,291.0,5.0,0.73,0.51,60.0,93.0,4.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.5286684430437,85.54949494949494,33.33333333333333,81.1850339550653
MAT_0370,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,87,Medium,47.0,97.0,33532.0,10.0,1.15,1.53,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,51.20782305630773,67.93589743589743,70.37037037037037,72.9727380697077
MAT_0371,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,97,High,76.0,51.0,332.0,6.0,0.79,0.52,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,84.0,78.91339711701195,83.99696969696969,37.03703703703703,79.56968899095418
MAT_0372,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,99.0,42997.0,11.0,1.15,1.49,78.0,82.0,8.0,8.0,7.0,14.94,48860.0,978.0,86.0,52.92071253671171,68.7869463869464,74.07407407407408,74.12224938784911
MAT_0373,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,78.0,50.0,197.0,5.0,0.77,0.48,61.0,83.0,5.0,5.0,3.0,3.87,96646.0,743.0,87.0,81.61814829024637,81.69044289044288,37.03703703703704,80.46635190158622
MAT_0374,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,90,Medium,49.0,94.0,76964.0,10.0,1.19,1.41,75.0,82.0,7.0,8.0,6.0,14.65,49673.0,998.0,92.0,52.691503139474406,67.75027195027195,66.66666666666666,72.44202609881604
MAT_0375,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,98,High,77.0,46.0,169.0,4.0,0.72,0.53,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,90.0,82.36266386605584,83.53006993006991,40.74074074074075,81.12693235311954
MAT_0376,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,95,Medium,48.0,96.0,25244.0,11.0,1.21,1.5,80.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0,54.4034749887075,70.1164724164724,70.37037037037037,76.29121624604763
MAT_0377,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,94,High,79.0,48.0,154.0,5.0,0.92,0.5,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0,82.08629667609151,81.95306915306915,37.03703703703704,79.63020383663202
MAT_0378,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,90,Medium,50.0,95.0,30911.0,10.0,1.2,1.46,79.0,85.0,7.0,7.0,6.0,14.68,52156.0,1010.0,95.0,53.16064748608448,67.8919968919969,62.96296296296296,73.80622662012956
MAT_0379,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,78.0,47.0,157.0,5.0,0.76,0.51,61.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,90.0,83.64222815000346,84.42719502719503,37.03703703703703,82.57477985250121
MAT_0380,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,88,Medium,50.0,96.0,40050.0,11.0,1.13,1.46,79.0,90.0,8.0,8.0,7.0,15.25,50106.0,1088.0,96.0,52.21624169424892,66.38477078477078,74.07407407407408,72.77568459298712
MAT_0381,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,99,High,81.0,52.0,242.0,5.0,0.8,0.52,63.0,90.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0,80.95226311401291,84.40846930846931,40.74074074074075,81.88329208990453
MAT_0382,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,85,Medium,48.0,93.0,29304.0,11.0,1.12,1.53,81.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,93.0,50.791030656467896,65.15672105672105,74.07407407407406,71.82686072976377
MAT_0383,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82.0,53.0,291.0,5.0,0.73,0.52,60.0,93.0,4.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.39398830836357,85.54949494949494,33.33333333333333,81.13789590792723
MAT_0384,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,47.0,97.0,33532.0,10.0,1.06,1.48,81.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,51.88122372970842,67.93589743589743,70.37037037037037,72.90842830539795
MAT_0385,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,76.0,51.0,332.0,6.0,0.72,0.51,60.0,86.0,5.0,3.0,3.0,2.94,102220.0,740.0,84.0,79.04807725169208,83.99696969696969,29.629629629629626,79.61682703809221
MAT_0386,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,92,Medium,48.0,99.0,42997.0,11.0,1.22,1.5,78.0,82.0,7.0,8.0,7.0,14.94,48860.0,978.0,86.0,52.78603240203158,68.7869463869464,70.37037037037037,74.07511134071105
MAT_0387,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,96,High,78.0,50.0,197.0,5.0,0.85,0.48,61.0,83.0,5.0,5.0,4.0,3.87,96646.0,743.0,87.0,81.61814829024637,81.69044289044288,40.74074074074074,80.46635190158622
MAT_0388,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,49.0,94.0,76964.0,10.0,1.15,1.45,83.0,82.0,7.0,7.0,6.0,14.65,49673.0,998.0,92.0,52.152782600753866,67.75027195027195,62.96296296296296,74.65347391026384
MAT_0389,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,46.0,169.0,4.0,0.78,0.53,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,90.0,82.36266386605584,83.53006993006991,40.74074074074075,81.12693235311954
MAT_0390,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,95,Medium,48.0,96.0,25244.0,11.0,1.14,1.41,78.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0,55.61559620082871,70.1164724164724,70.37037037037037,76.11545867029004
MAT_0391,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,94,High,79.0,48.0,154.0,5.0,0.92,0.51,60.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,86.0,81.95161654141137,81.95306915306915,29.629629629629626,79.58306578949397
MAT_0392,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,90,Medium,50.0,95.0,30911.0,10.0,1.2,1.52,81.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0,52.35256667800366,67.8919968919969,70.37037037037037,74.12339833730128
