category,product_weight_kg,fragility_index,shipping_type,material_type,packaging_type,supplier_region,biodegradation_time_days,recycled_content_percent,reusability_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,material_suitability_score,supplier_sustainability_compliance_percent,cost_impact_index,cost_impact_score
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,157.0,91.0,33.0,1.0,3.0,2.0,17.299999999999997,75.0,0,0.2009812033820122
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,104.0,84.0,32.0,2.0,1.0,3.0,35.8,84.0,0,0.2102377822136723
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,176.0,87.0,30.0,1.0,2.0,2.0,7.549999999999997,80.0,1,0.31069078147007245
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,44.0,84.0,27.0,2.0,2.0,4.0,58.55,86.0,0,0.22824889764133732
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,171.0,87.0,36.0,2.0,2.0,3.0,11.049999999999995,78.0,0,0.21040507135594902
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,66.0,92.0,31.0,3.0,3.0,2.0,53.55,80.0,0,0.21461520359612607
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,133.0,88.0,28.0,2.0,3.0,4.0,24.599999999999994,82.0,0,0.20958976707062124
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,139.0,88.0,29.0,1.0,3.0,4.0,22.45,84.0,1,0.27361572334443873
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,119.0,94.0,30.0,3.0,3.0,3.0,32.8,78.0,0,0.31069078147007245
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,170.0,88.0,29.0,3.0,2.0,3.0,10.049999999999995,74.0,0,0.2445875269636122
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,122.0,91.0,33.0,3.0,2.0,2.0,31.3,85.0,0,0.2009812033820122
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,137.0,92.0,33.0,2.0,2.0,4.0,25.649999999999995,79.0,0,0.2009812033820122
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,177.0,91.0,33.0,2.0,3.0,4.0,9.299999999999995,84.0,0,0.2009812033820122
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,176.0,88.0,32.0,2.0,2.0,4.0,8.399999999999995,83.0,0,0.21557560547730278
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,165.0,84.0,33.0,3.0,1.0,4.0,11.65,80.0,0,0.21040507135594902
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,179.0,88.0,34.0,1.0,2.0,3.0,7.699999999999996,78.0,0,0.2023148279528845
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,126.0,87.0,33.0,3.0,3.0,3.0,28.3,84.0,0,0.21342009015598962
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,152.0,92.0,32.0,2.0,3.0,4.0,19.399999999999995,78.0,1,0.3268697360862561
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,165.0,91.0,30.0,3.0,3.0,3.0,13.349999999999998,79.0,0,0.21199540973883504
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,141.0,87.0,31.0,1.0,2.0,3.0,21.8,85.0,0,0.21461520359612607
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,104.0,89.0,31.0,2.0,2.0,3.0,37.3,79.0,0,0.3021387887770465
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,179.0,88.0,34.0,2.0,3.0,4.0,7.699999999999996,78.0,0,0.2023148279528845
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,104.0,85.0,32.0,3.0,2.0,3.0,36.14999999999999,84.0,0,0.2778160095169455
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,141.0,92.0,30.0,2.0,2.0,3.0,23.3,85.0,0,0.2173332330024655
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,122.0,91.0,33.0,1.0,2.0,3.0,31.3,85.0,0,0.2039765912071416
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,133.0,88.0,29.0,2.0,2.0,3.0,24.849999999999994,82.0,0,0.27361572334443873
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,171.0,87.0,36.0,3.0,3.0,3.0,11.049999999999995,78.0,0,0.21342009015598962
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,133.0,88.0,29.0,1.0,3.0,2.0,24.849999999999994,82.0,0,0.2445875269636122
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,104.0,89.0,31.0,2.0,3.0,2.0,37.3,79.0,0,0.289627364324026
Cosmetics,0.3,2,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,141.0,92.0,30.0,3.0,3.0,3.0,23.3,85.0,0,0.21199540973883504
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,8.0,8.0,6.0,-20887.750000000004,97.0,2,0.7330470848948007
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,AMERICAS,73043.0,41.0,82.0,8.0,9.0,6.0,-29142.35,91.0,2,0.7792054064362063
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,58200.0,41.0,94.0,8.0,9.0,6.0,-23202.15,87.0,2,0.6231618945358159
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,15440.0,34.0,89.0,8.0,7.0,7.0,-6101.85,91.0,2,0.6533494488808452
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,40345.0,41.0,88.0,7.0,9.0,7.0,-16061.65,98.0,1,0.5562639321142354
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,98971.0,42.0,91.0,8.0,8.0,8.0,-39510.95,93.0,1,0.6347646152260702
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,36.0,89.0,9.0,9.0,7.0,-27665.15,90.0,1,0.6014923855822183
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,70484.0,41.0,89.0,9.0,8.0,8.0,-28117.000000000004,96.0,1,0.6533494488808452
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,53148.0,40.0,90.0,7.0,9.0,7.0,-21182.7,88.0,2,0.7097757980119179
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,66060.0,42.0,95.0,8.0,8.0,8.0,-26345.55,94.0,1,0.583610809105755
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,50911.0,42.0,89.0,8.0,9.0,6.0,-20287.45,90.0,1,0.5736166134138576
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,21746.0,39.0,83.0,9.0,8.0,7.0,-8624.0,82.0,2,0.7806234192059393
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,46640.0,42.0,94.0,9.0,8.0,7.0,-18577.8,88.0,1,0.6215529062669026
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,84051.0,44.0,94.0,9.0,8.0,8.0,-33541.5,89.0,1,0.556852695453908
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,78380.0,39.0,87.0,9.0,9.0,8.0,-31276.6,87.0,2,0.7437680722981334
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EU,22417.0,38.0,89.0,7.0,9.0,7.0,-8891.250000000002,98.0,1,0.6501835718254432
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EU,86303.0,40.0,86.0,9.0,9.0,8.0,-34445.700000000004,85.0,2,0.7734448320063804
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,89433.0,43.0,90.0,8.0,9.0,8.0,-35695.65,91.0,2,0.6738944793595625
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,51800.0,38.0,93.0,7.0,9.0,7.0,-20643.45,86.0,2,0.6582469527589359
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7716287973404529
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EU,61952.0,43.0,89.0,8.0,9.0,7.0,-24703.500000000004,89.0,2,0.6501835718254432
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EU,35850.0,44.0,87.0,8.0,7.0,7.0,-14262.85,89.0,1,0.7188362911615302
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,68093.0,43.0,89.0,8.0,9.0,8.0,-27159.9,92.0,1,0.6014923855822183
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,10935.0,36.0,92.0,8.0,7.0,6.0,-4298.4,91.0,2,0.6149381025839508
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,84260.0,38.0,94.0,8.0,8.0,6.0,-33627.2,88.0,2,0.6231618945358159
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,37036.0,41.0,87.0,7.0,7.0,6.0,-14738.3,96.0,2,0.706393409472114
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,62453.0,36.0,92.0,8.0,9.0,8.0,-24905.6,90.0,2,0.7043831682338001
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,68326.0,41.0,89.0,9.0,8.0,8.0,-27253.800000000003,86.0,2,0.6014923855822183
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,8.0,9.0,6.0,-24086.2,88.0,1,0.6270782212808891
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EU,86202.0,38.0,88.0,8.0,7.0,7.0,-34405.5,94.0,2,0.7321616138378807
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,AMERICAS,41490.0,36.0,88.0,7.0,7.0,7.0,-16521.4,86.0,2,0.7524074109123284
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.556852695453908
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.7330470848948007
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,8.0,9.0,6.0,-20784.15,90.0,2,0.7770317816192033
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,AMERICAS,69350.0,41.0,89.0,8.0,8.0,7.0,-27663.4,90.0,1,0.5786765883457354
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EU,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.5858779549614384
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,9.0,8.0,7.0,-24086.2,88.0,1,0.6270782212808891
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,50911.0,42.0,89.0,7.0,8.0,8.0,-20287.45,90.0,1,0.6014923855822183
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EU,37036.0,42.0,87.0,9.0,9.0,7.0,-14737.95,96.0,2,0.7188362911615302
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,9.0,9.0,7.0,-20887.750000000004,97.0,2,0.7330470848948007
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7716287973404529
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.6231618945358159
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.706393409472114
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,10935.0,36.0,92.0,8.0,7.0,7.0,-4298.4,91.0,2,0.7043831682338001
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,41.0,89.0,7.0,9.0,8.0,-27663.4,90.0,1,0.6014923855822183
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,52150.0,41.0,86.0,9.0,8.0,8.0,-20784.15,90.0,2,0.7806234192059393
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,1,0.5509401297054672
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.5504492252228566
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,1,0.6149381025839508
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.7420506600102668
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,1,0.5736166134138576
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7770317816192033
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.5504492252228566
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.6231618945358159
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,2,0.7437680722981334
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,1,0.5854730776718292
Electronics,2.5,5,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.556852695453908
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,8.0,8.0,6.0,-20887.750000000004,97.0,2,0.7306569938894072
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,73043.0,41.0,82.0,8.0,9.0,6.0,-29142.35,91.0,2,0.7789331466615405
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,58200.0,41.0,94.0,8.0,9.0,6.0,-23202.15,87.0,2,0.61612761118137
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,15440.0,34.0,89.0,8.0,7.0,7.0,-6101.85,91.0,2,0.6506545051638519
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,40345.0,41.0,88.0,7.0,9.0,7.0,-16061.65,98.0,1,0.5534943302882347
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,98971.0,42.0,91.0,8.0,8.0,8.0,-39510.95,93.0,1,0.632696921623825
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,36.0,89.0,9.0,9.0,7.0,-27665.15,90.0,1,0.5952770151149804
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,70484.0,41.0,89.0,9.0,8.0,8.0,-28117.000000000004,96.0,1,0.6506545051638519
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,53148.0,40.0,90.0,7.0,9.0,7.0,-21182.7,88.0,2,0.7062203965568724
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,66060.0,42.0,95.0,8.0,8.0,8.0,-26345.55,94.0,1,0.5754912911690806
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,50911.0,42.0,89.0,8.0,9.0,6.0,-20287.45,90.0,1,0.5744001898194824
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,21746.0,39.0,83.0,9.0,8.0,7.0,-8624.0,82.0,2,0.7806816023922928
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,46640.0,42.0,94.0,9.0,8.0,7.0,-18577.8,88.0,1,0.609666404100516
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,84051.0,44.0,94.0,9.0,8.0,8.0,-33541.5,89.0,1,0.5511213714142595
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,78380.0,39.0,87.0,9.0,9.0,8.0,-31276.6,87.0,2,0.7429027878168952
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EU,22417.0,38.0,89.0,7.0,9.0,7.0,-8891.250000000002,98.0,1,0.647249853104297
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EU,86303.0,40.0,86.0,9.0,9.0,8.0,-34445.700000000004,85.0,2,0.7723379856924907
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,89433.0,43.0,90.0,8.0,9.0,8.0,-35695.65,91.0,2,0.6732328315474425
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,51800.0,38.0,93.0,7.0,9.0,7.0,-20643.45,86.0,2,0.6568562936277159
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7715015207805513
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EU,61952.0,43.0,89.0,8.0,9.0,7.0,-24703.500000000004,89.0,2,0.647249853104297
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EU,35850.0,44.0,87.0,8.0,7.0,7.0,-14262.85,89.0,1,0.7165056350165664
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,68093.0,43.0,89.0,8.0,9.0,8.0,-27159.9,92.0,1,0.5952770151149804
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,10935.0,36.0,92.0,8.0,7.0,6.0,-4298.4,91.0,2,0.6075976403530856
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,84260.0,38.0,94.0,8.0,8.0,6.0,-33627.2,88.0,2,0.61612761118137
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,37036.0,41.0,87.0,7.0,7.0,6.0,-14738.3,96.0,2,0.7060224035633216
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,62453.0,36.0,92.0,8.0,9.0,8.0,-24905.6,90.0,2,0.7014338273848152
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,68326.0,41.0,89.0,9.0,8.0,8.0,-27253.800000000003,86.0,2,0.5952770151149804
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,8.0,9.0,6.0,-24086.2,88.0,1,0.624761984245299
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EU,86202.0,38.0,88.0,8.0,7.0,7.0,-34405.5,94.0,2,0.7312740925108568
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,41490.0,36.0,88.0,7.0,7.0,7.0,-16521.4,86.0,2,0.7522875996053889
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5511213714142595
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.7306569938894072
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,8.0,9.0,6.0,-20784.15,90.0,2,0.7769780158371874
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,69350.0,41.0,89.0,8.0,8.0,7.0,-27663.4,90.0,1,0.5719553437078446
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EU,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.5816788186577362
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,60408.0,40.0,92.0,9.0,8.0,7.0,-24086.2,88.0,1,0.624761984245299
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,50911.0,42.0,89.0,7.0,8.0,8.0,-20287.45,90.0,1,0.5952770151149804
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EU,37036.0,42.0,87.0,9.0,9.0,7.0,-14737.95,96.0,2,0.7165056350165664
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,52407.0,38.0,87.0,9.0,9.0,7.0,-20887.750000000004,97.0,2,0.7306569938894072
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7715015207805513
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.61612761118137
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.7060224035633216
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,10935.0,36.0,92.0,8.0,7.0,7.0,-4298.4,91.0,2,0.7014338273848152
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,69350.0,41.0,89.0,7.0,9.0,8.0,-27663.4,90.0,1,0.5952770151149804
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,52150.0,41.0,86.0,9.0,8.0,8.0,-20784.15,90.0,2,0.7806816023922928
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,46640.0,42.0,94.0,9.0,9.0,7.0,-18577.8,88.0,1,0.5472927357973694
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,8.0,8.0,7.0,-14262.85,89.0,1,0.549320905504145
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,60408.0,40.0,92.0,8.0,7.0,7.0,-24086.2,88.0,1,0.6075976403530856
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,52407.0,38.0,87.0,8.0,9.0,8.0,-20887.750000000004,97.0,2,0.740311470115237
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,69350.0,41.0,89.0,9.0,8.0,8.0,-27663.4,90.0,1,0.5744001898194824
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,52150.0,41.0,86.0,7.0,9.0,8.0,-20784.15,90.0,2,0.7769780158371874
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,ROW,35850.0,44.0,87.0,9.0,8.0,8.0,-14262.85,89.0,1,0.549320905504145
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,LATAM,46640.0,42.0,94.0,8.0,8.0,8.0,-18577.8,88.0,1,0.61612761118137
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,EMEA,52407.0,38.0,87.0,9.0,8.0,7.0,-20887.750000000004,97.0,2,0.7429027878168952
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,AMERICAS,60408.0,40.0,92.0,9.0,8.0,8.0,-24086.2,88.0,1,0.5774310749372591
Electronics,0.5,4,Air,Plastic,Foldable & Stackable Containers,APAC,40250.0,36.0,94.0,9.0,9.0,6.0,-16023.9,96.0,1,0.5511213714142595
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,65.0,93.0,31.0,3.0,3.0,3.0,54.3,88.0,0,0.29971791701775996
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),ROW,65.0,89.0,31.0,1.0,1.0,4.0,52.9,81.0,0,0.21114849777113637
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,122.0,92.0,28.0,3.0,2.0,3.0,30.399999999999995,81.0,0,0.223556606996443
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,31.0,90.0,34.0,1.0,1.0,3.0,67.6,79.0,0,0.20306623407026655
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,145.0,85.0,33.0,3.0,3.0,4.0,20.0,80.0,0,0.20064889381323575
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,62.0,94.0,34.0,3.0,1.0,4.0,56.6,76.0,0,0.20064889381323575
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,81.0,89.0,31.0,3.0,2.0,3.0,46.5,86.0,1,0.2865311390250428
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,157.0,91.0,33.0,1.0,3.0,2.0,17.299999999999997,75.0,0,0.20064889381323575
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EMEA,104.0,84.0,32.0,2.0,1.0,3.0,35.8,84.0,0,0.20912294501602546
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,176.0,87.0,30.0,1.0,2.0,2.0,7.549999999999997,80.0,1,0.30996501250860986
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,44.0,84.0,27.0,2.0,2.0,4.0,58.55,86.0,0,0.223556606996443
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),AMERICAS,171.0,87.0,36.0,2.0,2.0,3.0,11.049999999999995,78.0,0,0.2078089450277887
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,66.0,92.0,31.0,3.0,3.0,2.0,53.55,80.0,0,0.21341580724132408
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),EU,133.0,88.0,28.0,2.0,3.0,4.0,24.599999999999994,82.0,0,0.20696661832644703
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),LATAM,139.0,88.0,29.0,1.0,3.0,4.0,22.45,84.0,1,0.2724921930238208
Cosmetics,0.4,3,Road,Paper/Bio-Based,Protective Fillers (Paper/Biodegradable),APAC,119.0,94.0,30.0,3.0,3.0,3.0,32.8,78.0,0,0.30996501250860986
