recyclability_percent,recycled_content_percent,reusability_percent,biodegradation_time_days,end_of_life_disposal_percent,carbon_footprint_kg_co2_unit,co2_emission_per_kg_estimated,waste_reduction_impact_percent,sustainability_target_progress_percent,load_handling_score,moisture_resistance_score,thermal_resistance_score,cost_per_unit_usd,annual_usage_units,total_material_weight_tons,supplier_sustainability_compliance_percent,co2_impact_index,cost_efficiency_index,material_suitability_score,overall_sustainability_score,packaging_type,suitable_product_categories,recommended_packaging_use_cases,supplier_region,recyclability_category
94,79.0,48.0,154.0,5.0,0.85,0.53,59.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,86.0,81.6822562720511,81.95306915306915,29.629629629629623,79.18878969521788,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
85,48.0,93.0,29304.0,11.0,1.18,1.52,81.0,83.0,7.0,9.0,6.0,15.11,51095.0,966.0,93.0,50.92571079114803,65.15672105672105,70.37037037037037,71.8739987769018,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
97,76.0,51.0,332.0,6.0,0.79,0.5,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,84.0,79.18275738637222,83.99696969696969,37.03703703703703,79.66396508523026,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
92,48.0,99.0,42997.0,10.0,1.21,1.48,76.0,82.0,8.0,7.0,7.0,14.94,48860.0,978.0,86.0,53.05539267139186,68.7869463869464,70.37037037037037,73.56938743498715,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
99,82.0,53.0,291.0,5.0,0.78,0.51,60.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.22866844304369,85.24949494949496,37.03703703703703,80.73003395506528,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
88,47.0,97.0,33532.0,10.0,1.15,1.5,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,51.91186346034814,68.23589743589744,70.37037037037037,73.56915221112185,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
96,78.0,50.0,197.0,5.0,0.77,0.48,61.0,83.0,6.0,3.0,5.0,3.87,96646.0,743.0,87.0,81.61814829024637,81.69044289044288,40.74074074074075,80.46635190158622,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
90,49.0,94.0,76964.0,10.0,1.19,1.46,75.0,82.0,8.0,8.0,7.0,14.65,49673.0,998.0,92.0,52.018102466073735,67.75027195027195,74.07407407407408,72.2063358631258,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
100,77.0,46.0,169.0,4.0,0.72,0.51,62.0,87.0,5.0,3.0,3.0,2.82,96624.0,825.0,90.0,83.23202413541611,84.13006993006992,29.629629629629623,82.73120844739563,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
95,48.0,96.0,25244.0,11.0,1.14,1.43,80.0,82.0,8.0,8.0,7.0,14.41,49673.0,995.0,86.0,55.34623593146844,70.1164724164724,74.07407407407408,76.62118257601395,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
98,79.0,48.0,154.0,5.0,0.85,0.5,59.0,90.0,5.0,3.0,4.0,3.22,96860.0,862.0,86.0,83.28629667609151,83.15306915306915,33.33333333333333,81.15020383663203,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
90,50.0,95.0,30911.0,10.0,1.15,1.46,79.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0,53.16064748608448,67.8919968919969,70.37037037037037,73.80622662012956,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
100,78.0,47.0,157.0,5.0,0.92,0.5,60.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,90.0,83.7769082846836,84.42719502719503,37.03703703703703,82.32191789963925,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
88,50.0,96.0,40050.0,11.0,1.21,1.42,79.0,90.0,8.0,8.0,7.0,15.25,50106.0,1088.0,96.0,52.75496223296945,66.38477078477078,74.07407407407408,72.9642367815393,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
99,81.0,52.0,242.0,5.0,0.73,0.53,60.0,90.0,4.0,4.0,5.0,3.14,103063.0,782.0,88.0,80.81758297933277,84.40846930846931,37.03703703703704,80.93615404276646,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
85,48.0,93.0,29304.0,11.0,1.18,1.4,81.0,83.0,7.0,9.0,6.0,15.11,51095.0,966.0,93.0,52.54187240730964,65.15672105672105,70.37037037037037,72.43965534255837,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
100,82.0,53.0,291.0,5.0,0.73,0.52,59.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.39398830836357,85.54949494949494,37.03703703703703,80.83789590792725,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
87,47.0,97.0,33532.0,10.0,1.06,1.47,81.0,91.0,9.0,7.0,7.0,14.4,51174.0,959.0,97.0,52.01590386438855,67.93589743589743,74.07407407407406,72.955566352536,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
97,76.0,51.0,332.0,6.0,0.72,0.5,60.0,86.0,5.0,3.0,3.0,2.94,102220.0,740.0,84.0,79.18275738637222,83.99696969696969,29.629629629629623,79.66396508523026,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
92,48.0,99.0,42997.0,11.0,1.22,1.52,78.0,82.0,7.0,7.0,7.0,14.94,48860.0,978.0,86.0,52.5166721326713,68.7869463869464,66.66666666666666,73.98083524643495,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
96,78.0,50.0,197.0,5.0,0.85,0.49,61.0,83.0,4.0,4.0,5.0,3.87,96646.0,743.0,87.0,81.48346815556621,81.69044289044288,37.03703703703704,80.41921385444817,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
90,49.0,94.0,76964.0,10.0,1.15,1.44,83.0,82.0,8.0,7.0,7.0,14.65,49673.0,998.0,92.0,52.287462735434,67.75027195027195,70.37037037037037,74.70061195740189,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
100,77.0,46.0,169.0,4.0,0.78,0.52,61.0,87.0,5.0,3.0,3.0,2.82,96624.0,825.0,90.0,83.09734400073596,84.13006993006992,29.629629629629623,82.3840704002576,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
95,48.0,96.0,25244.0,11.0,1.21,1.5,80.0,82.0,8.0,8.0,7.0,14.41,49673.0,995.0,86.0,54.4034749887075,70.1164724164724,74.07407407407408,76.29121624604763,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
98,79.0,48.0,154.0,5.0,0.92,0.51,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0,83.15161654141137,83.15306915306915,37.03703703703704,81.40306578949397,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
90,50.0,95.0,30911.0,10.0,1.2,1.54,79.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0,52.08320640864339,67.8919968919969,70.37037037037037,73.42912224302518,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
100,78.0,47.0,157.0,5.0,0.76,0.53,60.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,90.0,83.3728678806432,84.42719502719503,37.03703703703703,82.18050375822511,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
88,50.0,96.0,40050.0,11.0,1.13,1.45,79.0,90.0,7.0,7.0,6.0,15.25,50106.0,1088.0,96.0,52.35092182892905,66.38477078477078,62.96296296296296,72.82282264012517,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
99,81.0,52.0,242.0,5.0,0.8,0.51,63.0,90.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0,81.08694324869303,84.40846930846931,40.74074074074075,81.93043013704255,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
85,48.0,93.0,29304.0,11.0,1.12,1.46,81.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,93.0,51.73379159922884,65.15672105672105,74.07407407407406,72.15682705973009,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
100,82.0,53.0,291.0,5.0,0.73,0.51,60.0,93.0,4.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.5286684430437,85.54949494949494,33.33333333333333,81.1850339550653,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
87,47.0,97.0,33532.0,10.0,1.15,1.53,82.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,51.20782305630773,67.93589743589743,70.37037037037037,72.9727380697077,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
97,76.0,51.0,332.0,6.0,0.79,0.52,60.0,86.0,5.0,4.0,4.0,2.94,102220.0,740.0,84.0,78.91339711701195,83.99696969696969,37.03703703703703,79.56968899095418,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
92,48.0,99.0,42997.0,11.0,1.15,1.49,78.0,82.0,8.0,8.0,7.0,14.94,48860.0,978.0,86.0,52.92071253671171,68.7869463869464,74.07407407407408,74.12224938784911,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
96,78.0,50.0,197.0,5.0,0.77,0.48,61.0,83.0,5.0,5.0,3.0,3.87,96646.0,743.0,87.0,81.61814829024637,81.69044289044288,37.03703703703704,80.46635190158622,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
90,49.0,94.0,76964.0,10.0,1.19,1.41,75.0,82.0,7.0,8.0,6.0,14.65,49673.0,998.0,92.0,52.691503139474406,67.75027195027195,66.66666666666666,72.44202609881604,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
98,77.0,46.0,169.0,4.0,0.72,0.53,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,90.0,82.36266386605584,83.53006993006991,40.74074074074075,81.12693235311954,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
95,48.0,96.0,25244.0,11.0,1.21,1.5,80.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0,54.4034749887075,70.1164724164724,70.37037037037037,76.29121624604763,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
94,79.0,48.0,154.0,5.0,0.92,0.5,60.0,90.0,6.0,3.0,4.0,3.22,96860.0,862.0,86.0,82.08629667609151,81.95306915306915,37.03703703703704,79.63020383663202,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
90,50.0,95.0,30911.0,10.0,1.2,1.46,79.0,85.0,7.0,7.0,6.0,14.68,52156.0,1010.0,95.0,53.16064748608448,67.8919968919969,62.96296296296296,73.80622662012956,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
100,78.0,47.0,157.0,5.0,0.76,0.51,61.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,90.0,83.64222815000346,84.42719502719503,37.03703703703703,82.57477985250121,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
88,50.0,96.0,40050.0,11.0,1.13,1.46,79.0,90.0,8.0,8.0,7.0,15.25,50106.0,1088.0,96.0,52.21624169424892,66.38477078477078,74.07407407407408,72.77568459298712,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
99,81.0,52.0,242.0,5.0,0.8,0.52,63.0,90.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0,80.95226311401291,84.40846930846931,40.74074074074075,81.88329208990453,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
85,48.0,93.0,29304.0,11.0,1.12,1.53,81.0,83.0,7.0,9.0,7.0,15.11,51095.0,966.0,93.0,50.791030656467896,65.15672105672105,74.07407407407406,71.82686072976377,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
100,82.0,53.0,291.0,5.0,0.73,0.52,60.0,93.0,4.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.39398830836357,85.54949494949494,33.33333333333333,81.13789590792723,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
87,47.0,97.0,33532.0,10.0,1.06,1.48,81.0,91.0,9.0,7.0,6.0,14.4,51174.0,959.0,97.0,51.88122372970842,67.93589743589743,70.37037037037037,72.90842830539795,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
97,76.0,51.0,332.0,6.0,0.72,0.51,60.0,86.0,5.0,3.0,3.0,2.94,102220.0,740.0,84.0,79.04807725169208,83.99696969696969,29.629629629629623,79.61682703809221,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
92,48.0,99.0,42997.0,11.0,1.22,1.5,78.0,82.0,7.0,8.0,7.0,14.94,48860.0,978.0,86.0,52.78603240203158,68.7869463869464,70.37037037037037,74.07511134071105,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
96,78.0,50.0,197.0,5.0,0.85,0.48,61.0,83.0,5.0,5.0,4.0,3.87,96646.0,743.0,87.0,81.61814829024637,81.69044289044288,40.74074074074074,80.46635190158622,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
90,49.0,94.0,76964.0,10.0,1.15,1.45,83.0,82.0,7.0,7.0,6.0,14.65,49673.0,998.0,92.0,52.152782600753866,67.75027195027195,62.96296296296296,74.65347391026384,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
98,77.0,46.0,169.0,4.0,0.78,0.53,60.0,87.0,6.0,3.0,5.0,2.82,96624.0,825.0,90.0,82.36266386605584,83.53006993006991,40.74074074074075,81.12693235311954,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
95,48.0,96.0,25244.0,11.0,1.14,1.41,78.0,82.0,8.0,7.0,7.0,14.41,49673.0,995.0,86.0,55.61559620082871,70.1164724164724,70.37037037037037,76.11545867029004,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
94,79.0,48.0,154.0,5.0,0.92,0.51,60.0,90.0,5.0,3.0,3.0,3.22,96860.0,862.0,86.0,81.95161654141137,81.95306915306915,29.629629629629623,79.58306578949397,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
90,50.0,95.0,30911.0,10.0,1.2,1.52,81.0,85.0,9.0,7.0,6.0,14.68,52156.0,1010.0,95.0,52.35256667800366,67.8919968919969,70.37037037037037,74.12339833730128,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
100,78.0,47.0,157.0,5.0,0.76,0.51,61.0,90.0,5.0,4.0,4.0,2.77,100871.0,847.0,90.0,83.64222815000346,84.42719502719503,37.03703703703703,82.57477985250121,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
88,50.0,96.0,40050.0,11.0,1.13,1.53,80.0,90.0,7.0,8.0,7.0,15.25,50106.0,1088.0,96.0,51.27348075148797,66.38477078477078,70.37037037037037,72.74571826302079,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
99,81.0,52.0,242.0,5.0,0.79,0.51,60.0,90.0,5.0,4.0,4.0,3.14,103063.0,782.0,88.0,81.08694324869303,84.40846930846931,37.03703703703703,81.03043013704256,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
85,48.0,93.0,29304.0,11.0,1.18,1.38,81.0,83.0,9.0,7.0,6.0,15.11,51095.0,966.0,93.0,52.81123267666992,65.15672105672105,70.37037037037037,72.53393143683446,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
100,82.0,53.0,291.0,5.0,0.73,0.5,60.0,93.0,5.0,4.0,4.0,2.81,97201.0,880.0,85.0,80.66334857772384,85.54949494949494,37.03703703703703,81.23217200220334,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
87,47.0,97.0,33532.0,10.0,1.15,1.52,82.0,91.0,7.0,8.0,7.0,14.4,51174.0,959.0,97.0,51.34250319098788,67.93589743589743,70.37037037037037,73.01987611684575,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,Medium
97,76.0,51.0,332.0,6.0,0.79,0.53,60.0,86.0,5.0,3.0,4.0,2.94,102220.0,740.0,84.0,78.77871698233182,83.99696969696969,33.33333333333333,79.52255094381613,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,High
92,48.0,99.0,42997.0,11.0,1.15,1.48,78.0,82.0,7.0,7.0,6.0,14.94,48860.0,978.0,86.0,53.05539267139186,68.7869463869464,62.96296296296296,74.16938743498714,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,Medium
96,78.0,50.0,197.0,5.0,0.77,0.47,61.0,83.0,5.0,4.0,4.0,3.87,96646.0,743.0,87.0,81.75282842492648,81.69044289044288,37.03703703703703,80.51348994872427,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,High
90,49.0,94.0,76964.0,10.0,1.19,1.46,75.0,82.0,9.0,7.0,7.0,14.65,49673.0,998.0,92.0,52.018102466073735,67.75027195027195,74.07407407407406,72.2063358631258,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,Medium
98,77.0,46.0,169.0,4.0,0.72,0.5,62.0,87.0,5.0,3.0,3.0,2.82,96624.0,825.0,90.0,82.76670427009624,83.53006993006991,29.629629629629623,81.86834649453367,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,High
